"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","fairPartner","unfairPartner","event","trial","time","trialtype","numBlurs","view_history","rt","success","stimulus","key_press","throwsLeft","rtDur","pFair","pUnfair","holder","receiver","animation_sequence","responses"
"pavlovia","0","3","0.0-0.0","63f3a6b6d4c4d564638f38ca","bdp_cybrbll","Sun Mar 26 2023 12:39:24 GMT-0500 (Central Daylight Time)","449399","3","1","","","","","","","","","","","","","","","","","",""
"","","","","63f3a6b6d4c4d564638f38ca","bdp_cybrbll","Sun Mar 26 2023 12:39:24 GMT-0500 (Central Daylight Time)","449399","3","1","blur","1","4399","blurevent","1","","","","","","","","","","","","",""
"","","","","63f3a6b6d4c4d564638f38ca","bdp_cybrbll","Sun Mar 26 2023 12:39:24 GMT-0500 (Central Daylight Time)","449399","3","1","focus","1","5839","focusevent","","","","","","","","","","","","","",""
"","","","","63f3a6b6d4c4d564638f38ca","bdp_cybrbll","Sun Mar 26 2023 12:39:24 GMT-0500 (Central Daylight Time)","449399","3","1","blur","1","6551","blurevent","","","","","","","","","","","","","",""
"","","","","63f3a6b6d4c4d564638f38ca","bdp_cybrbll","Sun Mar 26 2023 12:39:24 GMT-0500 (Central Daylight Time)","449399","3","1","focus","1","8631","focusevent","","","","","","","","","","","","","",""
"instructions","1","8893","0.0-1.0","63f3a6b6d4c4d564638f38ca","bdp_cybrbll","Sun Mar 26 2023 12:39:24 GMT-0500 (Central Daylight Time)","449399","3","1","","","","","","[{""page_index"":0,""viewing_time"":8890}]","8890","","","","","","","","","","",""
"","","","","63f3a6b6d4c4d564638f38ca","bdp_cybrbll","Sun Mar 26 2023 12:39:24 GMT-0500 (Central Daylight Time)","449399","3","1","fullscreenenter","2","10553","fullscreenenter","","","","","","","","","","","","","",""
"fullscreen","2","11547","0.0-2.0","63f3a6b6d4c4d564638f38ca","bdp_cybrbll","Sun Mar 26 2023 12:39:24 GMT-0500 (Central Daylight Time)","449399","3","1","","","","","","","","true","","","","","","","","","",""
"instructions","3","39869","0.0-4.0","63f3a6b6d4c4d564638f38ca","bdp_cybrbll","Sun Mar 26 2023 12:39:24 GMT-0500 (Central Daylight Time)","449399","3","1","","","","","","[{""page_index"":0,""viewing_time"":28321}]","28321","","","","","","","","","","",""
"image-keyboard-response","4","50754","0.0-5.0-0.0-0.0","63f3a6b6d4c4d564638f38ca","bdp_cybrbll","Sun Mar 26 2023 12:39:24 GMT-0500 (Central Daylight Time)","449399","3","1","","","","blurwarn","1","","10883","","","49","","","","","","","",""
"image-keyboard-response","5","55211","0.0-5.0-1.0","63f3a6b6d4c4d564638f38ca","bdp_cybrbll","Sun Mar 26 2023 12:39:24 GMT-0500 (Central Daylight Time)","449399","3","1","","","","choice","","","4204","","img/2to1/1.png","1","225","1150","0.5","0.5","2","1","",""
"animation","6","56500","0.0-5.0-2.0","63f3a6b6d4c4d564638f38ca","bdp_cybrbll","Sun Mar 26 2023 12:39:24 GMT-0500 (Central Daylight Time)","449399","3","1","","","","","","","","","","","225","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":101},{""stimulus"":""img/2to1/2.png"",""time"":199},{""stimulus"":""img/2to1/3.png"",""time"":299},{""stimulus"":""img/2to1/4.png"",""time"":397},{""stimulus"":""img/2to1/5.png"",""time"":496},{""stimulus"":""img/2to1/6.png"",""time"":595},{""stimulus"":""img/2to1/7.png"",""time"":695},{""stimulus"":""img/2to1/8.png"",""time"":793},{""stimulus"":""img/2to1/9.png"",""time"":892},{""stimulus"":""img/2to1/10.png"",""time"":991},{""stimulus"":""img/2to1/11.png"",""time"":1090},{""stimulus"":""img/2to1/12.png"",""time"":1189}]","[]"
"image-keyboard-response","7","57321","0.0-5.0-1.1","63f3a6b6d4c4d564638f38ca","bdp_cybrbll","Sun Mar 26 2023 12:39:24 GMT-0500 (Central Daylight Time)","449399","3","1","","","","observe","","","null","","img/1to3/1.png","null","224","819","0.5","0.5","1","2","",""
