"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","fairPartner","unfairPartner","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","throwsLeft","rtDur","pFair","pUnfair","holder","receiver","animation_sequence","responses"
"pavlovia","0","6","0.0-0.0","62d78737dcea82e9f96b957c","bdp_cybrbll","Mon Mar 27 2023 11:57:57 GMT-0700 (Pacific Daylight Time)","481437","3","1","","","","","","","","","","","","","","","","",""
"instructions","1","9033","0.0-1.0","62d78737dcea82e9f96b957c","bdp_cybrbll","Mon Mar 27 2023 11:57:57 GMT-0700 (Pacific Daylight Time)","481437","3","1","[{""page_index"":0,""viewing_time"":9025}]","9026","","","","","","","","","","","","","","",""
"","","","","62d78737dcea82e9f96b957c","bdp_cybrbll","Mon Mar 27 2023 11:57:57 GMT-0700 (Pacific Daylight Time)","481437","3","1","","","fullscreenenter","2","16769","fullscreenenter","","","","","","","","","","",""
"fullscreen","2","17769","0.0-2.0","62d78737dcea82e9f96b957c","bdp_cybrbll","Mon Mar 27 2023 11:57:57 GMT-0700 (Pacific Daylight Time)","481437","3","1","","","","","","","true","","","","","","","","","",""
"instructions","3","42685","0.0-4.0","62d78737dcea82e9f96b957c","bdp_cybrbll","Mon Mar 27 2023 11:57:57 GMT-0700 (Pacific Daylight Time)","481437","3","1","[{""page_index"":0,""viewing_time"":24914}]","24915","","","","","","","","","","","","","","",""
"image-keyboard-response","4","46439","0.0-5.0-1.0","62d78737dcea82e9f96b957c","bdp_cybrbll","Mon Mar 27 2023 11:57:57 GMT-0700 (Pacific Daylight Time)","481437","3","1","","3752","","","","choice","","img/2to1/1.png","2","225","359","0.5","0.5","2","3","",""
"animation","5","47736","0.0-5.0-2.0","62d78737dcea82e9f96b957c","bdp_cybrbll","Mon Mar 27 2023 11:57:57 GMT-0700 (Pacific Daylight Time)","481437","3","1","","","","","","","","","","225","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":101},{""stimulus"":""img/2to3/2.png"",""time"":204},{""stimulus"":""img/2to3/3.png"",""time"":304},{""stimulus"":""img/2to3/4.png"",""time"":408},{""stimulus"":""img/2to3/5.png"",""time"":501},{""stimulus"":""img/2to3/6.png"",""time"":600},{""stimulus"":""img/2to3/7.png"",""time"":704},{""stimulus"":""img/2to3/8.png"",""time"":797},{""stimulus"":""img/2to3/9.png"",""time"":896},{""stimulus"":""img/2to3/10.png"",""time"":1000},{""stimulus"":""img/2to3/11.png"",""time"":1097},{""stimulus"":""img/2to3/12.png"",""time"":1198}]","[]"
"image-keyboard-response","6","48247","0.0-5.0-1.1","62d78737dcea82e9f96b957c","bdp_cybrbll","Mon Mar 27 2023 11:57:57 GMT-0700 (Pacific Daylight Time)","481437","3","1","","null","","","","observe","","img/3to2/1.png","null","224","500","0.5","0.5","3","2","",""
"animation","7","49541","0.0-5.0-2.1","62d78737dcea82e9f96b957c","bdp_cybrbll","Mon Mar 27 2023 11:57:57 GMT-0700 (Pacific Daylight Time)","481437","3","1","","","","","","","","","","224","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":105},{""stimulus"":""img/3to2/2.png"",""time"":209},{""stimulus"":""img/3to2/3.png"",""time"":302},{""stimulus"":""img/3to2/4.png"",""time"":400},{""stimulus"":""img/3to2/5.png"",""time"":505},{""stimulus"":""img/3to2/6.png"",""time"":598},{""stimulus"":""img/3to2/7.png"",""time"":702},{""stimulus"":""img/3to2/8.png"",""time"":801},{""stimulus"":""img/3to2/9.png"",""time"":894},{""stimulus"":""img/3to2/10.png"",""time"":999},{""stimulus"":""img/3to2/11.png"",""time"":1097},{""stimulus"":""img/3to2/12.png"",""time"":1190}]","[]"
"image-keyboard-response","8","49719","0.0-5.0-1.2","62d78737dcea82e9f96b957c","bdp_cybrbll","Mon Mar 27 2023 11:57:57 GMT-0700 (Pacific Daylight Time)","481437","3","1","","177","","","","choice","","img/2to1/1.png","1","223","262","0.5","0.5","2","1","",""
"animation","9","51016","0.0-5.0-2.2","62d78737dcea82e9f96b957c","bdp_cybrbll","Mon Mar 27 2023 11:57:57 GMT-0700 (Pacific Daylight Time)","481437","3","1","","","","","","","","","","223","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":100},{""stimulus"":""img/2to1/2.png"",""time"":205},{""stimulus"":""img/2to1/3.png"",""time"":303},{""stimulus"":""img/2to1/4.png"",""time"":408},{""stimulus"":""img/2to1/5.png"",""time"":501},{""stimulus"":""img/2to1/6.png"",""time"":599},{""stimulus"":""img/2to1/7.png"",""time"":704},{""stimulus"":""img/2to1/8.png"",""time"":797},{""stimulus"":""img/2to1/9.png"",""time"":895},{""stimulus"":""img/2to1/10.png"",""time"":999},{""stimulus"":""img/2to1/11.png"",""time"":1097},{""stimulus"":""img/2to1/12.png"",""time"":1197}]","[]"
