"event","trial","time","trialtype","subject_id","task","startTime","totalTime","fairPartner","unfairPartner","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","throwsLeft","rtDur","pFair","pUnfair","holder","receiver","animation_sequence","responses","numBlurs"
"","","","observe","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","image-keyboard-response","231","270951","0.0-5.0-1.113","","null","","img/1to3/1.png","null","112","350","0.5","0.1","1","2","","",""
"","","","","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","animation","232","272245","0.0-5.0-2.113","","","","","","112","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":110},{""stimulus"":""img/1to2/2.png"",""time"":199},{""stimulus"":""img/1to2/3.png"",""time"":298},{""stimulus"":""img/1to2/4.png"",""time"":405},{""stimulus"":""img/1to2/5.png"",""time"":496},{""stimulus"":""img/1to2/6.png"",""time"":606},{""stimulus"":""img/1to2/7.png"",""time"":693},{""stimulus"":""img/1to2/8.png"",""time"":793},{""stimulus"":""img/1to2/9.png"",""time"":904},{""stimulus"":""img/1to2/10.png"",""time"":997},{""stimulus"":""img/1to2/11.png"",""time"":1090},{""stimulus"":""img/1to2/12.png"",""time"":1199}]","[]",""
"","","","choice","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","image-keyboard-response","233","272458","0.0-5.0-1.114","","212","","img/2to1/1.png","2","111","707","0.5","0.1","2","3","","",""
"","","","","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","animation","234","273754","0.0-5.0-2.114","","","","","","111","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":100},{""stimulus"":""img/2to3/2.png"",""time"":207},{""stimulus"":""img/2to3/3.png"",""time"":301},{""stimulus"":""img/2to3/4.png"",""time"":410},{""stimulus"":""img/2to3/5.png"",""time"":503},{""stimulus"":""img/2to3/6.png"",""time"":597},{""stimulus"":""img/2to3/7.png"",""time"":705},{""stimulus"":""img/2to3/8.png"",""time"":798},{""stimulus"":""img/2to3/9.png"",""time"":892},{""stimulus"":""img/2to3/10.png"",""time"":991},{""stimulus"":""img/2to3/11.png"",""time"":1090},{""stimulus"":""img/2to3/12.png"",""time"":1202}]","[]",""
"","","","observe","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","image-keyboard-response","235","274083","0.0-5.0-1.115","","null","","img/3to2/1.png","null","110","325","0.5","0.1","3","2","","",""
"","","","","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","animation","236","275375","0.0-5.0-2.115","","","","","","110","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":110},{""stimulus"":""img/3to2/2.png"",""time"":200},{""stimulus"":""img/3to2/3.png"",""time"":299},{""stimulus"":""img/3to2/4.png"",""time"":404},{""stimulus"":""img/3to2/5.png"",""time"":497},{""stimulus"":""img/3to2/6.png"",""time"":607},{""stimulus"":""img/3to2/7.png"",""time"":700},{""stimulus"":""img/3to2/8.png"",""time"":794},{""stimulus"":""img/3to2/9.png"",""time"":902},{""stimulus"":""img/3to2/10.png"",""time"":997},{""stimulus"":""img/3to2/11.png"",""time"":1091},{""stimulus"":""img/3to2/12.png"",""time"":1200}]","[]",""
"","","","choice","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","image-keyboard-response","237","275618","0.0-5.0-1.116","","241","","img/2to1/1.png","1","109","776","0.5","0.1","2","1","","",""
"","","","","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","animation","238","276917","0.0-5.0-2.116","","","","","","109","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":100},{""stimulus"":""img/2to1/2.png"",""time"":210},{""stimulus"":""img/2to1/3.png"",""time"":302},{""stimulus"":""img/2to1/4.png"",""time"":397},{""stimulus"":""img/2to1/5.png"",""time"":495},{""stimulus"":""img/2to1/6.png"",""time"":594},{""stimulus"":""img/2to1/7.png"",""time"":708},{""stimulus"":""img/2to1/8.png"",""time"":802},{""stimulus"":""img/2to1/9.png"",""time"":896},{""stimulus"":""img/2to1/10.png"",""time"":1003},{""stimulus"":""img/2to1/11.png"",""time"":1097},{""stimulus"":""img/2to1/12.png"",""time"":1191}]","[]",""
"","","","observe","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","image-keyboard-response","239","278525","0.0-5.0-1.117","","null","","img/1to3/1.png","null","108","1603","0.5","0.1","1","3","","",""
"","","","","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","animation","240","279829","0.0-5.0-2.117","","","","","","108","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":108},{""stimulus"":""img/1to3/2.png"",""time"":199},{""stimulus"":""img/1to3/3.png"",""time"":297},{""stimulus"":""img/1to3/4.png"",""time"":396},{""stimulus"":""img/1to3/5.png"",""time"":496},{""stimulus"":""img/1to3/6.png"",""time"":604},{""stimulus"":""img/1to3/7.png"",""time"":697},{""stimulus"":""img/1to3/8.png"",""time"":806},{""stimulus"":""img/1to3/9.png"",""time"":892},{""stimulus"":""img/1to3/10.png"",""time"":994},{""stimulus"":""img/1to3/11.png"",""time"":1102},{""stimulus"":""img/1to3/12.png"",""time"":1188}]","[]",""
"","","","observe","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","image-keyboard-response","241","279976","0.0-5.0-1.118","","null","","img/3to2/1.png","null","107","144","0.5","0.1","3","1","","",""
"","","","","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","animation","242","281264","0.0-5.0-2.118","","","","","","107","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":103},{""stimulus"":""img/3to1/2.png"",""time"":200},{""stimulus"":""img/3to1/3.png"",""time"":306},{""stimulus"":""img/3to1/4.png"",""time"":398},{""stimulus"":""img/3to1/5.png"",""time"":510},{""stimulus"":""img/3to1/6.png"",""time"":603},{""stimulus"":""img/3to1/7.png"",""time"":696},{""stimulus"":""img/3to1/8.png"",""time"":806},{""stimulus"":""img/3to1/9.png"",""time"":898},{""stimulus"":""img/3to1/10.png"",""time"":992},{""stimulus"":""img/3to1/11.png"",""time"":1102},{""stimulus"":""img/3to1/12.png"",""time"":1189}]","[]",""
"","","","observe","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","image-keyboard-response","243","282372","0.0-5.0-1.119","","null","","img/1to3/1.png","null","106","1092","0.5","0.1","1","3","","",""
"","","","","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","animation","244","283665","0.0-5.0-2.119","","","","","","106","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":109},{""stimulus"":""img/1to3/2.png"",""time"":200},{""stimulus"":""img/1to3/3.png"",""time"":312},{""stimulus"":""img/1to3/4.png"",""time"":405},{""stimulus"":""img/1to3/5.png"",""time"":498},{""stimulus"":""img/1to3/6.png"",""time"":595},{""stimulus"":""img/1to3/7.png"",""time"":701},{""stimulus"":""img/1to3/8.png"",""time"":793},{""stimulus"":""img/1to3/9.png"",""time"":903},{""stimulus"":""img/1to3/10.png"",""time"":991},{""stimulus"":""img/1to3/11.png"",""time"":1090},{""stimulus"":""img/1to3/12.png"",""time"":1189}]","[]",""
"","","","observe","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","image-keyboard-response","245","283881","0.0-5.0-1.120","","null","","img/3to2/1.png","null","105","214","0.5","0.1","3","2","","",""
"","","","","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","animation","246","285168","0.0-5.0-2.120","","","","","","105","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":110},{""stimulus"":""img/3to2/2.png"",""time"":199},{""stimulus"":""img/3to2/3.png"",""time"":298},{""stimulus"":""img/3to2/4.png"",""time"":407},{""stimulus"":""img/3to2/5.png"",""time"":496},{""stimulus"":""img/3to2/6.png"",""time"":596},{""stimulus"":""img/3to2/7.png"",""time"":695},{""stimulus"":""img/3to2/8.png"",""time"":794},{""stimulus"":""img/3to2/9.png"",""time"":904},{""stimulus"":""img/3to2/10.png"",""time"":997},{""stimulus"":""img/3to2/11.png"",""time"":1091},{""stimulus"":""img/3to2/12.png"",""time"":1190}]","[]",""
"","","","choice","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","image-keyboard-response","247","285651","0.0-5.0-1.121","","481","","img/2to1/1.png","1","104","236","0.5","0.1","2","1","","",""
"","","","","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","animation","248","286939","0.0-5.0-2.121","","","","","","104","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":103},{""stimulus"":""img/2to1/2.png"",""time"":200},{""stimulus"":""img/2to1/3.png"",""time"":307},{""stimulus"":""img/2to1/4.png"",""time"":397},{""stimulus"":""img/2to1/5.png"",""time"":509},{""stimulus"":""img/2to1/6.png"",""time"":602},{""stimulus"":""img/2to1/7.png"",""time"":695},{""stimulus"":""img/2to1/8.png"",""time"":805},{""stimulus"":""img/2to1/9.png"",""time"":898},{""stimulus"":""img/2to1/10.png"",""time"":993},{""stimulus"":""img/2to1/11.png"",""time"":1100},{""stimulus"":""img/2to1/12.png"",""time"":1189}]","[]",""
"","","","observe","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","image-keyboard-response","249","287169","0.0-5.0-1.122","","null","","img/1to3/1.png","null","103","219","0.5","0.1","1","3","","",""
"","","","","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","animation","250","288457","0.0-5.0-2.122","","","","","","103","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":109},{""stimulus"":""img/1to3/2.png"",""time"":199},{""stimulus"":""img/1to3/3.png"",""time"":298},{""stimulus"":""img/1to3/4.png"",""time"":397},{""stimulus"":""img/1to3/5.png"",""time"":498},{""stimulus"":""img/1to3/6.png"",""time"":595},{""stimulus"":""img/1to3/7.png"",""time"":695},{""stimulus"":""img/1to3/8.png"",""time"":794},{""stimulus"":""img/1to3/9.png"",""time"":901},{""stimulus"":""img/1to3/10.png"",""time"":991},{""stimulus"":""img/1to3/11.png"",""time"":1090},{""stimulus"":""img/1to3/12.png"",""time"":1198}]","[]",""
"","","","observe","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","image-keyboard-response","251","288757","0.0-5.0-1.123","","null","","img/3to2/1.png","null","102","289","0.5","0.1","3","1","","",""
"","","","","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","animation","252","290045","0.0-5.0-2.123","","","","","","102","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":108},{""stimulus"":""img/3to1/2.png"",""time"":202},{""stimulus"":""img/3to1/3.png"",""time"":311},{""stimulus"":""img/3to1/4.png"",""time"":398},{""stimulus"":""img/3to1/5.png"",""time"":497},{""stimulus"":""img/3to1/6.png"",""time"":609},{""stimulus"":""img/3to1/7.png"",""time"":694},{""stimulus"":""img/3to1/8.png"",""time"":793},{""stimulus"":""img/3to1/9.png"",""time"":893},{""stimulus"":""img/3to1/10.png"",""time"":992},{""stimulus"":""img/3to1/11.png"",""time"":1091},{""stimulus"":""img/3to1/12.png"",""time"":1200}]","[]",""
"","","","observe","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","image-keyboard-response","253","290495","0.0-5.0-1.124","","null","","img/1to3/1.png","null","101","448","0.5","0.1","1","2","","",""
"","","","","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","animation","254","291783","0.0-5.0-2.124","","","","","","101","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":102},{""stimulus"":""img/1to2/2.png"",""time"":199},{""stimulus"":""img/1to2/3.png"",""time"":304},{""stimulus"":""img/1to2/4.png"",""time"":400},{""stimulus"":""img/1to2/5.png"",""time"":509},{""stimulus"":""img/1to2/6.png"",""time"":602},{""stimulus"":""img/1to2/7.png"",""time"":695},{""stimulus"":""img/1to2/8.png"",""time"":793},{""stimulus"":""img/1to2/9.png"",""time"":892},{""stimulus"":""img/1to2/10.png"",""time"":992},{""stimulus"":""img/1to2/11.png"",""time"":1099},{""stimulus"":""img/1to2/12.png"",""time"":1193}]","[]",""
"","","","choice","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","image-keyboard-response","255","292138","0.0-5.0-1.125","","354","","img/2to1/1.png","2","100","462","0.5","0.1","2","3","","",""
"","","","","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","animation","256","293427","0.0-5.0-2.125","","","","","","100","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":111},{""stimulus"":""img/2to3/2.png"",""time"":199},{""stimulus"":""img/2to3/3.png"",""time"":300},{""stimulus"":""img/2to3/4.png"",""time"":398},{""stimulus"":""img/2to3/5.png"",""time"":497},{""stimulus"":""img/2to3/6.png"",""time"":597},{""stimulus"":""img/2to3/7.png"",""time"":706},{""stimulus"":""img/2to3/8.png"",""time"":793},{""stimulus"":""img/2to3/9.png"",""time"":895},{""stimulus"":""img/2to3/10.png"",""time"":992},{""stimulus"":""img/2to3/11.png"",""time"":1090},{""stimulus"":""img/2to3/12.png"",""time"":1190}]","[]",""
"","","","observe","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","image-keyboard-response","257","293874","0.0-5.0-1.126","","null","","img/3to2/1.png","null","99","442","0.5","0.1","3","1","","",""
"","","","","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","animation","258","295162","0.0-5.0-2.126","","","","","","99","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":109},{""stimulus"":""img/3to1/2.png"",""time"":202},{""stimulus"":""img/3to1/3.png"",""time"":298},{""stimulus"":""img/3to1/4.png"",""time"":405},{""stimulus"":""img/3to1/5.png"",""time"":499},{""stimulus"":""img/3to1/6.png"",""time"":608},{""stimulus"":""img/3to1/7.png"",""time"":694},{""stimulus"":""img/3to1/8.png"",""time"":793},{""stimulus"":""img/3to1/9.png"",""time"":893},{""stimulus"":""img/3to1/10.png"",""time"":996},{""stimulus"":""img/3to1/11.png"",""time"":1105},{""stimulus"":""img/3to1/12.png"",""time"":1189}]","[]",""
"","","","observe","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","image-keyboard-response","259","296210","0.0-5.0-1.127","","null","","img/1to3/1.png","null","98","1042","0.5","0.1","1","3","","",""
"","","","","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","animation","260","297498","0.0-5.0-2.127","","","","","","98","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":108},{""stimulus"":""img/1to3/2.png"",""time"":201},{""stimulus"":""img/1to3/3.png"",""time"":299},{""stimulus"":""img/1to3/4.png"",""time"":397},{""stimulus"":""img/1to3/5.png"",""time"":500},{""stimulus"":""img/1to3/6.png"",""time"":595},{""stimulus"":""img/1to3/7.png"",""time"":702},{""stimulus"":""img/1to3/8.png"",""time"":793},{""stimulus"":""img/1to3/9.png"",""time"":906},{""stimulus"":""img/1to3/10.png"",""time"":991},{""stimulus"":""img/1to3/11.png"",""time"":1091},{""stimulus"":""img/1to3/12.png"",""time"":1189}]","[]",""
"","","","observe","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","image-keyboard-response","261","297724","0.0-5.0-1.128","","null","","img/3to2/1.png","null","97","215","0.5","0.1","3","1","","",""
"","","","","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","animation","262","299012","0.0-5.0-2.128","","","","","","97","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":109},{""stimulus"":""img/3to1/2.png"",""time"":203},{""stimulus"":""img/3to1/3.png"",""time"":298},{""stimulus"":""img/3to1/4.png"",""time"":406},{""stimulus"":""img/3to1/5.png"",""time"":499},{""stimulus"":""img/3to1/6.png"",""time"":608},{""stimulus"":""img/3to1/7.png"",""time"":693},{""stimulus"":""img/3to1/8.png"",""time"":792},{""stimulus"":""img/3to1/9.png"",""time"":891},{""stimulus"":""img/3to1/10.png"",""time"":997},{""stimulus"":""img/3to1/11.png"",""time"":1105},{""stimulus"":""img/3to1/12.png"",""time"":1201}]","[]",""
"","","","observe","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","image-keyboard-response","263","299343","0.0-5.0-1.129","","null","","img/1to3/1.png","null","96","318","0.5","0.1","1","3","","",""
"","","","","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","animation","264","300631","0.0-5.0-2.129","","","","","","96","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":110},{""stimulus"":""img/1to3/2.png"",""time"":200},{""stimulus"":""img/1to3/3.png"",""time"":299},{""stimulus"":""img/1to3/4.png"",""time"":406},{""stimulus"":""img/1to3/5.png"",""time"":500},{""stimulus"":""img/1to3/6.png"",""time"":608},{""stimulus"":""img/1to3/7.png"",""time"":702},{""stimulus"":""img/1to3/8.png"",""time"":793},{""stimulus"":""img/1to3/9.png"",""time"":906},{""stimulus"":""img/1to3/10.png"",""time"":998},{""stimulus"":""img/1to3/11.png"",""time"":1090},{""stimulus"":""img/1to3/12.png"",""time"":1189}]","[]",""
"","","","observe","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","image-keyboard-response","265","301264","0.0-5.0-1.130","","null","","img/3to2/1.png","null","95","628","0.5","0.1","3","1","","",""
"","","","","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","animation","266","302559","0.0-5.0-2.130","","","","","","95","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":110},{""stimulus"":""img/3to1/2.png"",""time"":199},{""stimulus"":""img/3to1/3.png"",""time"":299},{""stimulus"":""img/3to1/4.png"",""time"":397},{""stimulus"":""img/3to1/5.png"",""time"":502},{""stimulus"":""img/3to1/6.png"",""time"":596},{""stimulus"":""img/3to1/7.png"",""time"":705},{""stimulus"":""img/3to1/8.png"",""time"":797},{""stimulus"":""img/3to1/9.png"",""time"":893},{""stimulus"":""img/3to1/10.png"",""time"":999},{""stimulus"":""img/3to1/11.png"",""time"":1090},{""stimulus"":""img/3to1/12.png"",""time"":1202}]","[]",""
"","","","observe","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","image-keyboard-response","267","302839","0.0-5.0-1.131","","null","","img/1to3/1.png","null","94","264","0.5","0.1","1","3","","",""
"","","","","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","animation","268","304130","0.0-5.0-2.131","","","","","","94","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":110},{""stimulus"":""img/1to3/2.png"",""time"":200},{""stimulus"":""img/1to3/3.png"",""time"":299},{""stimulus"":""img/1to3/4.png"",""time"":397},{""stimulus"":""img/1to3/5.png"",""time"":496},{""stimulus"":""img/1to3/6.png"",""time"":608},{""stimulus"":""img/1to3/7.png"",""time"":701},{""stimulus"":""img/1to3/8.png"",""time"":793},{""stimulus"":""img/1to3/9.png"",""time"":903},{""stimulus"":""img/1to3/10.png"",""time"":995},{""stimulus"":""img/1to3/11.png"",""time"":1103},{""stimulus"":""img/1to3/12.png"",""time"":1199}]","[]",""
"","","","observe","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","image-keyboard-response","269","304750","0.0-5.0-1.132","","null","","img/3to2/1.png","null","93","610","0.5","0.1","3","2","","",""
"","","","","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","animation","270","306037","0.0-5.0-2.132","","","","","","93","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":109},{""stimulus"":""img/3to2/2.png"",""time"":204},{""stimulus"":""img/3to2/3.png"",""time"":299},{""stimulus"":""img/3to2/4.png"",""time"":407},{""stimulus"":""img/3to2/5.png"",""time"":500},{""stimulus"":""img/3to2/6.png"",""time"":609},{""stimulus"":""img/3to2/7.png"",""time"":694},{""stimulus"":""img/3to2/8.png"",""time"":796},{""stimulus"":""img/3to2/9.png"",""time"":892},{""stimulus"":""img/3to2/10.png"",""time"":998},{""stimulus"":""img/3to2/11.png"",""time"":1090},{""stimulus"":""img/3to2/12.png"",""time"":1189}]","[]",""
"","","","choice","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","image-keyboard-response","271","306460","0.0-5.0-1.133","","421","","img/2to1/1.png","1","92","621","0.5","0.1","2","1","","",""
"","","","","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","animation","272","307759","0.0-5.0-2.133","","","","","","92","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":101},{""stimulus"":""img/2to1/2.png"",""time"":207},{""stimulus"":""img/2to1/3.png"",""time"":300},{""stimulus"":""img/2to1/4.png"",""time"":397},{""stimulus"":""img/2to1/5.png"",""time"":502},{""stimulus"":""img/2to1/6.png"",""time"":596},{""stimulus"":""img/2to1/7.png"",""time"":694},{""stimulus"":""img/2to1/8.png"",""time"":794},{""stimulus"":""img/2to1/9.png"",""time"":893},{""stimulus"":""img/2to1/10.png"",""time"":1003},{""stimulus"":""img/2to1/11.png"",""time"":1098},{""stimulus"":""img/2to1/12.png"",""time"":1192}]","[]",""
"","","","observe","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","image-keyboard-response","273","308618","0.0-5.0-1.134","","null","","img/1to3/1.png","null","91","853","0.5","0.1","1","3","","",""
"","","","","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","animation","274","309907","0.0-5.0-2.134","","","","","","91","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":109},{""stimulus"":""img/1to3/2.png"",""time"":199},{""stimulus"":""img/1to3/3.png"",""time"":298},{""stimulus"":""img/1to3/4.png"",""time"":405},{""stimulus"":""img/1to3/5.png"",""time"":496},{""stimulus"":""img/1to3/6.png"",""time"":606},{""stimulus"":""img/1to3/7.png"",""time"":695},{""stimulus"":""img/1to3/8.png"",""time"":794},{""stimulus"":""img/1to3/9.png"",""time"":902},{""stimulus"":""img/1to3/10.png"",""time"":994},{""stimulus"":""img/1to3/11.png"",""time"":1091},{""stimulus"":""img/1to3/12.png"",""time"":1197}]","[]",""
"","","","observe","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","image-keyboard-response","275","310423","0.0-5.0-1.135","","null","","img/3to2/1.png","null","90","511","0.5","0.1","3","1","","",""
"","","","","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","animation","276","311715","0.0-5.0-2.135","","","","","","90","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":109},{""stimulus"":""img/3to1/2.png"",""time"":202},{""stimulus"":""img/3to1/3.png"",""time"":313},{""stimulus"":""img/3to1/4.png"",""time"":396},{""stimulus"":""img/3to1/5.png"",""time"":496},{""stimulus"":""img/3to1/6.png"",""time"":595},{""stimulus"":""img/3to1/7.png"",""time"":694},{""stimulus"":""img/3to1/8.png"",""time"":793},{""stimulus"":""img/3to1/9.png"",""time"":904},{""stimulus"":""img/3to1/10.png"",""time"":990},{""stimulus"":""img/3to1/11.png"",""time"":1090},{""stimulus"":""img/3to1/12.png"",""time"":1198}]","[]",""
"","","","observe","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","image-keyboard-response","277","312286","0.0-5.0-1.136","","null","","img/1to3/1.png","null","89","568","0.5","0.1","1","2","","",""
"","","","","63d1b93d9abc8c4b40e2d92f","bdp_cybrbll","Mon Mar 27 2023 10:52:33 GMT-0500 (Central Daylight Time)","466271","3","1","animation","278","313585","0.0-5.0-2.136","","","","","","89","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":115},{""stimulus"":""img/1to2/2.png"",""time"":199},{""stimulus"":""img/1to2/3.png"",""time"":298},{""stimulus"":""img/1to2/4.png"",""time"":397},{""stimulus"":""img/1to2/5.png"",""time"":505},{""stimulus"":""img/1to2/6.png"",""time"":595},{""stimulus"":""img/1to2/7.png"",""time"":708},{""stimulus"":""img/1to2/8.png"",""time"":794},{""stimulus"":""img/1to2/9.png"",""time"":893},{""stimulus"":""img/1to2/10.png"",""time"":1005},{""stimulus"":""img/1to2/11.png"",""time"":1098},{""stimulus"":""img/1to2/12.png"",""time"":1189}]","[]",""
