"event","trial","time","trialtype","numBlurs","subject_id","task","startTime","totalTime","fairPartner","unfairPartner","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","throwsLeft","rtDur","pFair","pUnfair","holder","receiver","animation_sequence","responses"
"","","","observe","","63ed4bdcb1977e991fe4f095","bdp_cybrbll","Sat Mar 25 2023 21:16:59 GMT-0500 (Central Daylight Time)","476631","1","3","image-keyboard-response","19","77298","0.0-5.0-1.7","","null","","img/3to2/1.png","null","218","425","0.5","0.5","3","2","",""
"","","","","","63ed4bdcb1977e991fe4f095","bdp_cybrbll","Sat Mar 25 2023 21:16:59 GMT-0500 (Central Daylight Time)","476631","1","3","animation","20","78600","0.0-5.0-2.7","","","","","","218","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":107},{""stimulus"":""img/3to2/2.png"",""time"":198},{""stimulus"":""img/3to2/3.png"",""time"":298},{""stimulus"":""img/3to2/4.png"",""time"":401},{""stimulus"":""img/3to2/5.png"",""time"":496},{""stimulus"":""img/3to2/6.png"",""time"":604},{""stimulus"":""img/3to2/7.png"",""time"":694},{""stimulus"":""img/3to2/8.png"",""time"":793},{""stimulus"":""img/3to2/9.png"",""time"":891},{""stimulus"":""img/3to2/10.png"",""time"":993},{""stimulus"":""img/3to2/11.png"",""time"":1089},{""stimulus"":""img/3to2/12.png"",""time"":1189}]","[]"
"","","","choice","","63ed4bdcb1977e991fe4f095","bdp_cybrbll","Sat Mar 25 2023 21:16:59 GMT-0500 (Central Daylight Time)","476631","1","3","image-keyboard-response","21","78824","0.0-5.0-1.8","","223","","img/2to1/1.png","1","217","355","0.5","0.5","2","1","",""
"","","","","","63ed4bdcb1977e991fe4f095","bdp_cybrbll","Sat Mar 25 2023 21:16:59 GMT-0500 (Central Daylight Time)","476631","1","3","animation","22","80112","0.0-5.0-2.8","","","","","","217","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":100},{""stimulus"":""img/2to1/2.png"",""time"":212},{""stimulus"":""img/2to1/3.png"",""time"":306},{""stimulus"":""img/2to1/4.png"",""time"":397},{""stimulus"":""img/2to1/5.png"",""time"":508},{""stimulus"":""img/2to1/6.png"",""time"":596},{""stimulus"":""img/2to1/7.png"",""time"":697},{""stimulus"":""img/2to1/8.png"",""time"":807},{""stimulus"":""img/2to1/9.png"",""time"":892},{""stimulus"":""img/2to1/10.png"",""time"":991},{""stimulus"":""img/2to1/11.png"",""time"":1101},{""stimulus"":""img/2to1/12.png"",""time"":1189}]","[]"
"","","","observe","","63ed4bdcb1977e991fe4f095","bdp_cybrbll","Sat Mar 25 2023 21:16:59 GMT-0500 (Central Daylight Time)","476631","1","3","image-keyboard-response","23","80452","0.0-5.0-1.9","","null","","img/1to3/1.png","null","216","326","0.5","0.5","1","3","",""
"","","","","","63ed4bdcb1977e991fe4f095","bdp_cybrbll","Sat Mar 25 2023 21:16:59 GMT-0500 (Central Daylight Time)","476631","1","3","animation","24","81751","0.0-5.0-2.9","","","","","","216","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":110},{""stimulus"":""img/1to3/2.png"",""time"":200},{""stimulus"":""img/1to3/3.png"",""time"":298},{""stimulus"":""img/1to3/4.png"",""time"":409},{""stimulus"":""img/1to3/5.png"",""time"":496},{""stimulus"":""img/1to3/6.png"",""time"":595},{""stimulus"":""img/1to3/7.png"",""time"":708},{""stimulus"":""img/1to3/8.png"",""time"":801},{""stimulus"":""img/1to3/9.png"",""time"":896},{""stimulus"":""img/1to3/10.png"",""time"":992},{""stimulus"":""img/1to3/11.png"",""time"":1091},{""stimulus"":""img/1to3/12.png"",""time"":1192}]","[]"
"","","","observe","","63ed4bdcb1977e991fe4f095","bdp_cybrbll","Sat Mar 25 2023 21:16:59 GMT-0500 (Central Daylight Time)","476631","1","3","image-keyboard-response","25","82951","0.0-5.0-1.10","","null","","img/3to2/1.png","null","215","1188","0.5","0.5","3","1","",""
"","","","","","63ed4bdcb1977e991fe4f095","bdp_cybrbll","Sat Mar 25 2023 21:16:59 GMT-0500 (Central Daylight Time)","476631","1","3","animation","26","84250","0.0-5.0-2.10","","","","","","215","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":109},{""stimulus"":""img/3to1/2.png"",""time"":203},{""stimulus"":""img/3to1/3.png"",""time"":312},{""stimulus"":""img/3to1/4.png"",""time"":406},{""stimulus"":""img/3to1/5.png"",""time"":502},{""stimulus"":""img/3to1/6.png"",""time"":595},{""stimulus"":""img/3to1/7.png"",""time"":707},{""stimulus"":""img/3to1/8.png"",""time"":800},{""stimulus"":""img/3to1/9.png"",""time"":895},{""stimulus"":""img/3to1/10.png"",""time"":1002},{""stimulus"":""img/3to1/11.png"",""time"":1095},{""stimulus"":""img/3to1/12.png"",""time"":1189}]","[]"
"","","","observe","","63ed4bdcb1977e991fe4f095","bdp_cybrbll","Sat Mar 25 2023 21:16:59 GMT-0500 (Central Daylight Time)","476631","1","3","image-keyboard-response","27","85230","0.0-5.0-1.11","","null","","img/1to3/1.png","null","214","965","0.5","0.5","1","3","",""
"","","","","","63ed4bdcb1977e991fe4f095","bdp_cybrbll","Sat Mar 25 2023 21:16:59 GMT-0500 (Central Daylight Time)","476631","1","3","animation","28","86518","0.0-5.0-2.11","","","","","","214","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":109},{""stimulus"":""img/1to3/2.png"",""time"":199},{""stimulus"":""img/1to3/3.png"",""time"":299},{""stimulus"":""img/1to3/4.png"",""time"":405},{""stimulus"":""img/1to3/5.png"",""time"":497},{""stimulus"":""img/1to3/6.png"",""time"":595},{""stimulus"":""img/1to3/7.png"",""time"":699},{""stimulus"":""img/1to3/8.png"",""time"":793},{""stimulus"":""img/1to3/9.png"",""time"":893},{""stimulus"":""img/1to3/10.png"",""time"":995},{""stimulus"":""img/1to3/11.png"",""time"":1103},{""stimulus"":""img/1to3/12.png"",""time"":1189}]","[]"
"","","","observe","","63ed4bdcb1977e991fe4f095","bdp_cybrbll","Sat Mar 25 2023 21:16:59 GMT-0500 (Central Daylight Time)","476631","1","3","image-keyboard-response","29","86849","0.0-5.0-1.12","","null","","img/3to2/1.png","null","213","322","0.5","0.5","3","1","",""
"","","","","","63ed4bdcb1977e991fe4f095","bdp_cybrbll","Sat Mar 25 2023 21:16:59 GMT-0500 (Central Daylight Time)","476631","1","3","animation","30","88143","0.0-5.0-2.12","","","","","","213","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":110},{""stimulus"":""img/3to1/2.png"",""time"":205},{""stimulus"":""img/3to1/3.png"",""time"":298},{""stimulus"":""img/3to1/4.png"",""time"":397},{""stimulus"":""img/3to1/5.png"",""time"":501},{""stimulus"":""img/3to1/6.png"",""time"":594},{""stimulus"":""img/3to1/7.png"",""time"":693},{""stimulus"":""img/3to1/8.png"",""time"":794},{""stimulus"":""img/3to1/9.png"",""time"":903},{""stimulus"":""img/3to1/10.png"",""time"":996},{""stimulus"":""img/3to1/11.png"",""time"":1090},{""stimulus"":""img/3to1/12.png"",""time"":1201}]","[]"
"","","","observe","","63ed4bdcb1977e991fe4f095","bdp_cybrbll","Sat Mar 25 2023 21:16:59 GMT-0500 (Central Daylight Time)","476631","1","3","image-keyboard-response","31","88392","0.0-5.0-1.13","","null","","img/1to3/1.png","null","212","235","0.5","0.5","1","3","",""
"","","","","","63ed4bdcb1977e991fe4f095","bdp_cybrbll","Sat Mar 25 2023 21:16:59 GMT-0500 (Central Daylight Time)","476631","1","3","animation","32","89680","0.0-5.0-2.13","","","","","","212","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":110},{""stimulus"":""img/1to3/2.png"",""time"":199},{""stimulus"":""img/1to3/3.png"",""time"":298},{""stimulus"":""img/1to3/4.png"",""time"":398},{""stimulus"":""img/1to3/5.png"",""time"":500},{""stimulus"":""img/1to3/6.png"",""time"":609},{""stimulus"":""img/1to3/7.png"",""time"":694},{""stimulus"":""img/1to3/8.png"",""time"":793},{""stimulus"":""img/1to3/9.png"",""time"":901},{""stimulus"":""img/1to3/10.png"",""time"":994},{""stimulus"":""img/1to3/11.png"",""time"":1102},{""stimulus"":""img/1to3/12.png"",""time"":1189}]","[]"
"","","","observe","","63ed4bdcb1977e991fe4f095","bdp_cybrbll","Sat Mar 25 2023 21:16:59 GMT-0500 (Central Daylight Time)","476631","1","3","image-keyboard-response","33","90677","0.0-5.0-1.14","","null","","img/3to2/1.png","null","211","986","0.5","0.5","3","1","",""
"","","","","","63ed4bdcb1977e991fe4f095","bdp_cybrbll","Sat Mar 25 2023 21:16:59 GMT-0500 (Central Daylight Time)","476631","1","3","animation","34","91967","0.0-5.0-2.14","","","","","","211","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":109},{""stimulus"":""img/3to1/2.png"",""time"":204},{""stimulus"":""img/3to1/3.png"",""time"":311},{""stimulus"":""img/3to1/4.png"",""time"":403},{""stimulus"":""img/3to1/5.png"",""time"":510},{""stimulus"":""img/3to1/6.png"",""time"":603},{""stimulus"":""img/3to1/7.png"",""time"":697},{""stimulus"":""img/3to1/8.png"",""time"":807},{""stimulus"":""img/3to1/9.png"",""time"":892},{""stimulus"":""img/3to1/10.png"",""time"":995},{""stimulus"":""img/3to1/11.png"",""time"":1090},{""stimulus"":""img/3to1/12.png"",""time"":1189}]","[]"
"","","","observe","","63ed4bdcb1977e991fe4f095","bdp_cybrbll","Sat Mar 25 2023 21:16:59 GMT-0500 (Central Daylight Time)","476631","1","3","image-keyboard-response","35","92401","0.0-5.0-1.15","","null","","img/1to3/1.png","null","210","418","0.5","0.5","1","3","",""
"","","","","","63ed4bdcb1977e991fe4f095","bdp_cybrbll","Sat Mar 25 2023 21:16:59 GMT-0500 (Central Daylight Time)","476631","1","3","animation","36","93699","0.0-5.0-2.15","","","","","","210","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":111},{""stimulus"":""img/1to3/2.png"",""time"":199},{""stimulus"":""img/1to3/3.png"",""time"":298},{""stimulus"":""img/1to3/4.png"",""time"":406},{""stimulus"":""img/1to3/5.png"",""time"":501},{""stimulus"":""img/1to3/6.png"",""time"":609},{""stimulus"":""img/1to3/7.png"",""time"":695},{""stimulus"":""img/1to3/8.png"",""time"":793},{""stimulus"":""img/1to3/9.png"",""time"":905},{""stimulus"":""img/1to3/10.png"",""time"":999},{""stimulus"":""img/1to3/11.png"",""time"":1092},{""stimulus"":""img/1to3/12.png"",""time"":1189}]","[]"
"","","","observe","","63ed4bdcb1977e991fe4f095","bdp_cybrbll","Sat Mar 25 2023 21:16:59 GMT-0500 (Central Daylight Time)","476631","1","3","image-keyboard-response","37","93961","0.0-5.0-1.16","","null","","img/3to2/1.png","null","209","261","0.5","0.5","3","2","",""
"","","","","","63ed4bdcb1977e991fe4f095","bdp_cybrbll","Sat Mar 25 2023 21:16:59 GMT-0500 (Central Daylight Time)","476631","1","3","animation","38","95249","0.0-5.0-2.16","","","","","","209","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":111},{""stimulus"":""img/3to2/2.png"",""time"":199},{""stimulus"":""img/3to2/3.png"",""time"":298},{""stimulus"":""img/3to2/4.png"",""time"":397},{""stimulus"":""img/3to2/5.png"",""time"":501},{""stimulus"":""img/3to2/6.png"",""time"":608},{""stimulus"":""img/3to2/7.png"",""time"":694},{""stimulus"":""img/3to2/8.png"",""time"":793},{""stimulus"":""img/3to2/9.png"",""time"":903},{""stimulus"":""img/3to2/10.png"",""time"":991},{""stimulus"":""img/3to2/11.png"",""time"":1090},{""stimulus"":""img/3to2/12.png"",""time"":1190}]","[]"
"","","","choice","","63ed4bdcb1977e991fe4f095","bdp_cybrbll","Sat Mar 25 2023 21:16:59 GMT-0500 (Central Daylight Time)","476631","1","3","image-keyboard-response","39","95625","0.0-5.0-1.17","","376","","img/2to1/1.png","1","208","458","0.5","0.5","2","1","",""
"","","","","","63ed4bdcb1977e991fe4f095","bdp_cybrbll","Sat Mar 25 2023 21:16:59 GMT-0500 (Central Daylight Time)","476631","1","3","animation","40","96924","0.0-5.0-2.17","","","","","","208","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":100},{""stimulus"":""img/2to1/2.png"",""time"":206},{""stimulus"":""img/2to1/3.png"",""time"":299},{""stimulus"":""img/2to1/4.png"",""time"":408},{""stimulus"":""img/2to1/5.png"",""time"":496},{""stimulus"":""img/2to1/6.png"",""time"":594},{""stimulus"":""img/2to1/7.png"",""time"":694},{""stimulus"":""img/2to1/8.png"",""time"":797},{""stimulus"":""img/2to1/9.png"",""time"":892},{""stimulus"":""img/2to1/10.png"",""time"":991},{""stimulus"":""img/2to1/11.png"",""time"":1095},{""stimulus"":""img/2to1/12.png"",""time"":1189}]","[]"
"","","","observe","","63ed4bdcb1977e991fe4f095","bdp_cybrbll","Sat Mar 25 2023 21:16:59 GMT-0500 (Central Daylight Time)","476631","1","3","image-keyboard-response","41","97484","0.0-5.0-1.18","","null","","img/1to3/1.png","null","207","543","0.5","0.5","1","2","",""
"","","","","","63ed4bdcb1977e991fe4f095","bdp_cybrbll","Sat Mar 25 2023 21:16:59 GMT-0500 (Central Daylight Time)","476631","1","3","animation","42","98779","0.0-5.0-2.18","","","","","","207","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":109},{""stimulus"":""img/1to2/2.png"",""time"":198},{""stimulus"":""img/1to2/3.png"",""time"":313},{""stimulus"":""img/1to2/4.png"",""time"":406},{""stimulus"":""img/1to2/5.png"",""time"":499},{""stimulus"":""img/1to2/6.png"",""time"":595},{""stimulus"":""img/1to2/7.png"",""time"":694},{""stimulus"":""img/1to2/8.png"",""time"":800},{""stimulus"":""img/1to2/9.png"",""time"":891},{""stimulus"":""img/1to2/10.png"",""time"":1000},{""stimulus"":""img/1to2/11.png"",""time"":1090},{""stimulus"":""img/1to2/12.png"",""time"":1188}]","[]"
"","","","choice","","63ed4bdcb1977e991fe4f095","bdp_cybrbll","Sat Mar 25 2023 21:16:59 GMT-0500 (Central Daylight Time)","476631","1","3","image-keyboard-response","43","98931","0.0-5.0-1.19","","152","","img/2to1/1.png","1","206","431","0.5","0.5","2","1","",""
"","","","","","63ed4bdcb1977e991fe4f095","bdp_cybrbll","Sat Mar 25 2023 21:16:59 GMT-0500 (Central Daylight Time)","476631","1","3","animation","44","100219","0.0-5.0-2.19","","","","","","206","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":111},{""stimulus"":""img/2to1/2.png"",""time"":204},{""stimulus"":""img/2to1/3.png"",""time"":300},{""stimulus"":""img/2to1/4.png"",""time"":407},{""stimulus"":""img/2to1/5.png"",""time"":500},{""stimulus"":""img/2to1/6.png"",""time"":595},{""stimulus"":""img/2to1/7.png"",""time"":703},{""stimulus"":""img/2to1/8.png"",""time"":797},{""stimulus"":""img/2to1/9.png"",""time"":906},{""stimulus"":""img/2to1/10.png"",""time"":999},{""stimulus"":""img/2to1/11.png"",""time"":1090},{""stimulus"":""img/2to1/12.png"",""time"":1203}]","[]"
"","","","observe","","63ed4bdcb1977e991fe4f095","bdp_cybrbll","Sat Mar 25 2023 21:16:59 GMT-0500 (Central Daylight Time)","476631","1","3","image-keyboard-response","45","100695","0.0-5.0-1.20","","null","","img/1to3/1.png","null","205","468","0.5","0.5","1","3","",""
"","","","","","63ed4bdcb1977e991fe4f095","bdp_cybrbll","Sat Mar 25 2023 21:16:59 GMT-0500 (Central Daylight Time)","476631","1","3","animation","46","101998","0.0-5.0-2.20","","","","","","205","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":109},{""stimulus"":""img/1to3/2.png"",""time"":205},{""stimulus"":""img/1to3/3.png"",""time"":312},{""stimulus"":""img/1to3/4.png"",""time"":405},{""stimulus"":""img/1to3/5.png"",""time"":496},{""stimulus"":""img/1to3/6.png"",""time"":595},{""stimulus"":""img/1to3/7.png"",""time"":693},{""stimulus"":""img/1to3/8.png"",""time"":793},{""stimulus"":""img/1to3/9.png"",""time"":900},{""stimulus"":""img/1to3/10.png"",""time"":992},{""stimulus"":""img/1to3/11.png"",""time"":1100},{""stimulus"":""img/1to3/12.png"",""time"":1194}]","[]"
"","","","observe","","63ed4bdcb1977e991fe4f095","bdp_cybrbll","Sat Mar 25 2023 21:16:59 GMT-0500 (Central Daylight Time)","476631","1","3","image-keyboard-response","47","102615","0.0-5.0-1.21","","null","","img/3to2/1.png","null","204","610","0.5","0.5","3","2","",""
"","","","","","63ed4bdcb1977e991fe4f095","bdp_cybrbll","Sat Mar 25 2023 21:16:59 GMT-0500 (Central Daylight Time)","476631","1","3","animation","48","103902","0.0-5.0-2.21","","","","","","204","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":108},{""stimulus"":""img/3to2/2.png"",""time"":199},{""stimulus"":""img/3to2/3.png"",""time"":311},{""stimulus"":""img/3to2/4.png"",""time"":404},{""stimulus"":""img/3to2/5.png"",""time"":498},{""stimulus"":""img/3to2/6.png"",""time"":607},{""stimulus"":""img/3to2/7.png"",""time"":699},{""stimulus"":""img/3to2/8.png"",""time"":793},{""stimulus"":""img/3to2/9.png"",""time"":893},{""stimulus"":""img/3to2/10.png"",""time"":994},{""stimulus"":""img/3to2/11.png"",""time"":1091},{""stimulus"":""img/3to2/12.png"",""time"":1189}]","[]"
