"event","trial","time","trialtype","subject_id","task","startTime","totalTime","fairPartner","unfairPartner","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","throwsLeft","rtDur","pFair","pUnfair","holder","receiver","animation_sequence","responses"
"focus","0","0","focusevent","63cedc8a97a0bb604736baea","bdp_cybrbll","Sun Mar 26 2023 10:26:34 GMT-0600 (Mountain Daylight Time)","443899","1","3","","","","","","","","","","","","","","","","",""
"focus","0","0","focusevent","63cedc8a97a0bb604736baea","bdp_cybrbll","Sun Mar 26 2023 10:26:34 GMT-0600 (Mountain Daylight Time)","443899","1","3","","","","","","","","","","","","","","","","",""
"","","","","63cedc8a97a0bb604736baea","bdp_cybrbll","Sun Mar 26 2023 10:26:34 GMT-0600 (Mountain Daylight Time)","443899","1","3","pavlovia","0","4","0.0-0.0","","","","","","","","","","","","",""
"","","","","63cedc8a97a0bb604736baea","bdp_cybrbll","Sun Mar 26 2023 10:26:34 GMT-0600 (Mountain Daylight Time)","443899","1","3","instructions","1","4820","0.0-1.0","[{""page_index"":0,""viewing_time"":4815}]","4816","","","","","","","","","","",""
"fullscreenenter","2","7618","fullscreenenter","63cedc8a97a0bb604736baea","bdp_cybrbll","Sun Mar 26 2023 10:26:34 GMT-0600 (Mountain Daylight Time)","443899","1","3","","","","","","","","","","","","","","","","",""
"","","","","63cedc8a97a0bb604736baea","bdp_cybrbll","Sun Mar 26 2023 10:26:34 GMT-0600 (Mountain Daylight Time)","443899","1","3","fullscreen","2","8605","0.0-2.0","","","true","","","","","","","","","",""
"","","","","63cedc8a97a0bb604736baea","bdp_cybrbll","Sun Mar 26 2023 10:26:34 GMT-0600 (Mountain Daylight Time)","443899","1","3","instructions","3","34644","0.0-4.0","[{""page_index"":0,""viewing_time"":26038}]","26038","","","","","","","","","","",""
"","","","choice","63cedc8a97a0bb604736baea","bdp_cybrbll","Sun Mar 26 2023 10:26:34 GMT-0600 (Mountain Daylight Time)","443899","1","3","image-keyboard-response","4","36886","0.0-5.0-1.0","","2241","","img/2to1/1.png","1","225","1236","0.5","0.5","2","1","",""
"","","","","63cedc8a97a0bb604736baea","bdp_cybrbll","Sun Mar 26 2023 10:26:34 GMT-0600 (Mountain Daylight Time)","443899","1","3","animation","5","38182","0.0-5.0-2.0","","","","","","225","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":108},{""stimulus"":""img/2to1/2.png"",""time"":201},{""stimulus"":""img/2to1/3.png"",""time"":307},{""stimulus"":""img/2to1/4.png"",""time"":402},{""stimulus"":""img/2to1/5.png"",""time"":503},{""stimulus"":""img/2to1/6.png"",""time"":604},{""stimulus"":""img/2to1/7.png"",""time"":697},{""stimulus"":""img/2to1/8.png"",""time"":804},{""stimulus"":""img/2to1/9.png"",""time"":896},{""stimulus"":""img/2to1/10.png"",""time"":992},{""stimulus"":""img/2to1/11.png"",""time"":1097},{""stimulus"":""img/2to1/12.png"",""time"":1195}]","[]"
"","","","observe","63cedc8a97a0bb604736baea","bdp_cybrbll","Sun Mar 26 2023 10:26:34 GMT-0600 (Mountain Daylight Time)","443899","1","3","image-keyboard-response","6","38406","0.0-5.0-1.1","","null","","img/1to3/1.png","null","224","218","0.5","0.5","1","3","",""
