"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","fairPartner","unfairPartner","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","throwsLeft","rtDur","pFair","pUnfair","holder","receiver","animation_sequence","responses","numBlurs"
"pavlovia","0","7","0.0-0.0","631e8c52a408a788b7e62e11","bdp_cybrbll","Sun Apr 09 2023 18:37:44 GMT-0500 (Central Daylight Time)","530008","1","3","","","","","","","","","","","","","","","","","",""
"instructions","1","5324","0.0-1.0","631e8c52a408a788b7e62e11","bdp_cybrbll","Sun Apr 09 2023 18:37:44 GMT-0500 (Central Daylight Time)","530008","1","3","[{""page_index"":0,""viewing_time"":5316}]","5316","","","","","","","","","","","","","","","",""
"","","","","631e8c52a408a788b7e62e11","bdp_cybrbll","Sun Apr 09 2023 18:37:44 GMT-0500 (Central Daylight Time)","530008","1","3","","","fullscreenenter","2","9322","fullscreenenter","","","","","","","","","","","",""
"fullscreen","2","10310","0.0-2.0","631e8c52a408a788b7e62e11","bdp_cybrbll","Sun Apr 09 2023 18:37:44 GMT-0500 (Central Daylight Time)","530008","1","3","","","","","","","true","","","","","","","","","","",""
"instructions","3","35335","0.0-4.0","631e8c52a408a788b7e62e11","bdp_cybrbll","Sun Apr 09 2023 18:37:44 GMT-0500 (Central Daylight Time)","530008","1","3","[{""page_index"":0,""viewing_time"":25022}]","25023","","","","","","","","","","","","","","","",""
"image-keyboard-response","4","36548","0.0-5.0-1.0","631e8c52a408a788b7e62e11","bdp_cybrbll","Sun Apr 09 2023 18:37:44 GMT-0500 (Central Daylight Time)","530008","1","3","","1210","","","","choice","","img/2to1/1.png","2","225","527","0.5","0.5","2","3","","",""
"animation","5","37836","0.0-5.0-2.0","631e8c52a408a788b7e62e11","bdp_cybrbll","Sun Apr 09 2023 18:37:44 GMT-0500 (Central Daylight Time)","530008","1","3","","","","","","","","","","225","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":101},{""stimulus"":""img/2to3/2.png"",""time"":199},{""stimulus"":""img/2to3/3.png"",""time"":298},{""stimulus"":""img/2to3/4.png"",""time"":397},{""stimulus"":""img/2to3/5.png"",""time"":496},{""stimulus"":""img/2to3/6.png"",""time"":596},{""stimulus"":""img/2to3/7.png"",""time"":694},{""stimulus"":""img/2to3/8.png"",""time"":793},{""stimulus"":""img/2to3/9.png"",""time"":892},{""stimulus"":""img/2to3/10.png"",""time"":992},{""stimulus"":""img/2to3/11.png"",""time"":1090},{""stimulus"":""img/2to3/12.png"",""time"":1189}]","[]",""
"image-keyboard-response","6","38084","0.0-5.0-1.1","631e8c52a408a788b7e62e11","bdp_cybrbll","Sun Apr 09 2023 18:37:44 GMT-0500 (Central Daylight Time)","530008","1","3","","null","","","","observe","","img/3to2/1.png","null","224","246","0.5","0.5","3","1","","",""
"animation","7","39372","0.0-5.0-2.1","631e8c52a408a788b7e62e11","bdp_cybrbll","Sun Apr 09 2023 18:37:44 GMT-0500 (Central Daylight Time)","530008","1","3","","","","","","","","","","224","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":100},{""stimulus"":""img/3to1/2.png"",""time"":198},{""stimulus"":""img/3to1/3.png"",""time"":301},{""stimulus"":""img/3to1/4.png"",""time"":396},{""stimulus"":""img/3to1/5.png"",""time"":496},{""stimulus"":""img/3to1/6.png"",""time"":595},{""stimulus"":""img/3to1/7.png"",""time"":693},{""stimulus"":""img/3to1/8.png"",""time"":793},{""stimulus"":""img/3to1/9.png"",""time"":891},{""stimulus"":""img/3to1/10.png"",""time"":991},{""stimulus"":""img/3to1/11.png"",""time"":1090},{""stimulus"":""img/3to1/12.png"",""time"":1189}]","[]",""
"image-keyboard-response","8","40216","0.0-5.0-1.2","631e8c52a408a788b7e62e11","bdp_cybrbll","Sun Apr 09 2023 18:37:44 GMT-0500 (Central Daylight Time)","530008","1","3","","null","","","","observe","","img/1to3/1.png","null","223","842","0.5","0.5","1","3","","",""
