"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","fairPartner","unfairPartner","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","throwsLeft","rtDur","pFair","pUnfair","holder","receiver","animation_sequence","responses","numBlurs"
"pavlovia","0","2","0.0-0.0","63ed15bed4665c62d9e6dbb2","bdp_cybrbll","Fri Mar 24 2023 20:36:28 GMT-0400 (Eastern Daylight Time)","632115","3","1","","","","","","","","","","","","","","","","","",""
"instructions","1","20118","0.0-1.0","63ed15bed4665c62d9e6dbb2","bdp_cybrbll","Fri Mar 24 2023 20:36:28 GMT-0400 (Eastern Daylight Time)","632115","3","1","[{""page_index"":0,""viewing_time"":20115}]","20116","","","","","","","","","","","","","","","",""
"","","","","63ed15bed4665c62d9e6dbb2","bdp_cybrbll","Fri Mar 24 2023 20:36:28 GMT-0400 (Eastern Daylight Time)","632115","3","1","","","fullscreenenter","2","21457","fullscreenenter","","","","","","","","","","","",""
"fullscreen","2","22456","0.0-2.0","63ed15bed4665c62d9e6dbb2","bdp_cybrbll","Fri Mar 24 2023 20:36:28 GMT-0400 (Eastern Daylight Time)","632115","3","1","","","","","","","true","","","","","","","","","","",""
"instructions","3","38653","0.0-4.0","63ed15bed4665c62d9e6dbb2","bdp_cybrbll","Fri Mar 24 2023 20:36:28 GMT-0400 (Eastern Daylight Time)","632115","3","1","[{""page_index"":0,""viewing_time"":16196}]","16196","","","","","","","","","","","","","","","",""
"image-keyboard-response","4","44061","0.0-5.0-1.0","63ed15bed4665c62d9e6dbb2","bdp_cybrbll","Fri Mar 24 2023 20:36:28 GMT-0400 (Eastern Daylight Time)","632115","3","1","","5407","","","","choice","","img/2to1/1.png","2","225","311","0.5","0.5","2","3","","",""
"animation","5","45351","0.0-5.0-2.0","63ed15bed4665c62d9e6dbb2","bdp_cybrbll","Fri Mar 24 2023 20:36:28 GMT-0400 (Eastern Daylight Time)","632115","3","1","","","","","","","","","","225","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":100},{""stimulus"":""img/2to3/2.png"",""time"":205},{""stimulus"":""img/2to3/3.png"",""time"":299},{""stimulus"":""img/2to3/4.png"",""time"":407},{""stimulus"":""img/2to3/5.png"",""time"":501},{""stimulus"":""img/2to3/6.png"",""time"":594},{""stimulus"":""img/2to3/7.png"",""time"":699},{""stimulus"":""img/2to3/8.png"",""time"":795},{""stimulus"":""img/2to3/9.png"",""time"":905},{""stimulus"":""img/2to3/10.png"",""time"":1000},{""stimulus"":""img/2to3/11.png"",""time"":1093},{""stimulus"":""img/2to3/12.png"",""time"":1195}]","[]",""
"image-keyboard-response","6","45632","0.0-5.0-1.1","63ed15bed4665c62d9e6dbb2","bdp_cybrbll","Fri Mar 24 2023 20:36:28 GMT-0400 (Eastern Daylight Time)","632115","3","1","","null","","","","observe","","img/3to2/1.png","null","224","274","0.5","0.5","3","1","","",""
"animation","7","46933","0.0-5.0-2.1","63ed15bed4665c62d9e6dbb2","bdp_cybrbll","Fri Mar 24 2023 20:36:28 GMT-0400 (Eastern Daylight Time)","632115","3","1","","","","","","","","","","224","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":110},{""stimulus"":""img/3to1/2.png"",""time"":199},{""stimulus"":""img/3to1/3.png"",""time"":312},{""stimulus"":""img/3to1/4.png"",""time"":406},{""stimulus"":""img/3to1/5.png"",""time"":500},{""stimulus"":""img/3to1/6.png"",""time"":609},{""stimulus"":""img/3to1/7.png"",""time"":699},{""stimulus"":""img/3to1/8.png"",""time"":793},{""stimulus"":""img/3to1/9.png"",""time"":903},{""stimulus"":""img/3to1/10.png"",""time"":997},{""stimulus"":""img/3to1/11.png"",""time"":1090},{""stimulus"":""img/3to1/12.png"",""time"":1193}]","[]",""
"image-keyboard-response","8","47383","0.0-5.0-1.2","63ed15bed4665c62d9e6dbb2","bdp_cybrbll","Fri Mar 24 2023 20:36:28 GMT-0400 (Eastern Daylight Time)","632115","3","1","","null","","","","observe","","img/1to3/1.png","null","223","440","0.5","0.5","1","2","","",""
