"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","fairPartner","unfairPartner","view_history","rt","event","trial","time","trialtype","numBlurs","success","stimulus","key_press","throwsLeft","rtDur","pFair","pUnfair","holder","receiver","animation_sequence","responses"
"image-keyboard-response","5","93154","0.0-5.0-1.0","6414cd5e294152ef610c1272","bdp_cybrbll","Sun Apr 09 2023 19:57:09 GMT-0500 (Central Daylight Time)","499776","3","1","","2130","","","","choice","","","img/2to1/1.png","1","225","556","0.5","0.5","2","1","",""
"animation","6","94442","0.0-5.0-2.0","6414cd5e294152ef610c1272","bdp_cybrbll","Sun Apr 09 2023 19:57:09 GMT-0500 (Central Daylight Time)","499776","3","1","","","","","","","","","","","225","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":100},{""stimulus"":""img/2to1/2.png"",""time"":199},{""stimulus"":""img/2to1/3.png"",""time"":299},{""stimulus"":""img/2to1/4.png"",""time"":397},{""stimulus"":""img/2to1/5.png"",""time"":496},{""stimulus"":""img/2to1/6.png"",""time"":596},{""stimulus"":""img/2to1/7.png"",""time"":695},{""stimulus"":""img/2to1/8.png"",""time"":794},{""stimulus"":""img/2to1/9.png"",""time"":893},{""stimulus"":""img/2to1/10.png"",""time"":991},{""stimulus"":""img/2to1/11.png"",""time"":1090},{""stimulus"":""img/2to1/12.png"",""time"":1189}]","[]"
"image-keyboard-response","7","94708","0.0-5.0-1.1","6414cd5e294152ef610c1272","bdp_cybrbll","Sun Apr 09 2023 19:57:09 GMT-0500 (Central Daylight Time)","499776","3","1","","null","","","","observe","","","img/1to3/1.png","null","224","264","0.5","0.5","1","2","",""
"animation","8","95996","0.0-5.0-2.1","6414cd5e294152ef610c1272","bdp_cybrbll","Sun Apr 09 2023 19:57:09 GMT-0500 (Central Daylight Time)","499776","3","1","","","","","","","","","","","224","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":99},{""stimulus"":""img/1to2/2.png"",""time"":200},{""stimulus"":""img/1to2/3.png"",""time"":298},{""stimulus"":""img/1to2/4.png"",""time"":397},{""stimulus"":""img/1to2/5.png"",""time"":496},{""stimulus"":""img/1to2/6.png"",""time"":596},{""stimulus"":""img/1to2/7.png"",""time"":695},{""stimulus"":""img/1to2/8.png"",""time"":793},{""stimulus"":""img/1to2/9.png"",""time"":893},{""stimulus"":""img/1to2/10.png"",""time"":991},{""stimulus"":""img/1to2/11.png"",""time"":1090},{""stimulus"":""img/1to2/12.png"",""time"":1189}]","[]"
"image-keyboard-response","9","96314","0.0-5.0-1.2","6414cd5e294152ef610c1272","bdp_cybrbll","Sun Apr 09 2023 19:57:09 GMT-0500 (Central Daylight Time)","499776","3","1","","318","","","","choice","","","img/2to1/1.png","2","223","610","0.5","0.5","2","3","",""
"animation","10","97602","0.0-5.0-2.2","6414cd5e294152ef610c1272","bdp_cybrbll","Sun Apr 09 2023 19:57:09 GMT-0500 (Central Daylight Time)","499776","3","1","","","","","","","","","","","223","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":99},{""stimulus"":""img/2to3/2.png"",""time"":198},{""stimulus"":""img/2to3/3.png"",""time"":297},{""stimulus"":""img/2to3/4.png"",""time"":397},{""stimulus"":""img/2to3/5.png"",""time"":496},{""stimulus"":""img/2to3/6.png"",""time"":595},{""stimulus"":""img/2to3/7.png"",""time"":695},{""stimulus"":""img/2to3/8.png"",""time"":794},{""stimulus"":""img/2to3/9.png"",""time"":892},{""stimulus"":""img/2to3/10.png"",""time"":991},{""stimulus"":""img/2to3/11.png"",""time"":1089},{""stimulus"":""img/2to3/12.png"",""time"":1189}]","[]"
"image-keyboard-response","11","98310","0.0-5.0-1.3","6414cd5e294152ef610c1272","bdp_cybrbll","Sun Apr 09 2023 19:57:09 GMT-0500 (Central Daylight Time)","499776","3","1","","null","","","","observe","","","img/3to2/1.png","null","222","706","0.5","0.5","3","1","",""
"animation","12","99598","0.0-5.0-2.3","6414cd5e294152ef610c1272","bdp_cybrbll","Sun Apr 09 2023 19:57:09 GMT-0500 (Central Daylight Time)","499776","3","1","","","","","","","","","","","222","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":100},{""stimulus"":""img/3to1/2.png"",""time"":199},{""stimulus"":""img/3to1/3.png"",""time"":299},{""stimulus"":""img/3to1/4.png"",""time"":397},{""stimulus"":""img/3to1/5.png"",""time"":496},{""stimulus"":""img/3to1/6.png"",""time"":595},{""stimulus"":""img/3to1/7.png"",""time"":694},{""stimulus"":""img/3to1/8.png"",""time"":794},{""stimulus"":""img/3to1/9.png"",""time"":892},{""stimulus"":""img/3to1/10.png"",""time"":991},{""stimulus"":""img/3to1/11.png"",""time"":1090},{""stimulus"":""img/3to1/12.png"",""time"":1189}]","[]"
"image-keyboard-response","13","99993","0.0-5.0-1.4","6414cd5e294152ef610c1272","bdp_cybrbll","Sun Apr 09 2023 19:57:09 GMT-0500 (Central Daylight Time)","499776","3","1","","null","","","","observe","","","img/1to3/1.png","null","221","392","0.5","0.5","1","2","",""
"animation","14","101281","0.0-5.0-2.4","6414cd5e294152ef610c1272","bdp_cybrbll","Sun Apr 09 2023 19:57:09 GMT-0500 (Central Daylight Time)","499776","3","1","","","","","","","","","","","221","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":100},{""stimulus"":""img/1to2/2.png"",""time"":198},{""stimulus"":""img/1to2/3.png"",""time"":298},{""stimulus"":""img/1to2/4.png"",""time"":397},{""stimulus"":""img/1to2/5.png"",""time"":496},{""stimulus"":""img/1to2/6.png"",""time"":595},{""stimulus"":""img/1to2/7.png"",""time"":694},{""stimulus"":""img/1to2/8.png"",""time"":793},{""stimulus"":""img/1to2/9.png"",""time"":891},{""stimulus"":""img/1to2/10.png"",""time"":990},{""stimulus"":""img/1to2/11.png"",""time"":1089},{""stimulus"":""img/1to2/12.png"",""time"":1189}]","[]"
"image-keyboard-response","15","101545","0.0-5.0-1.5","6414cd5e294152ef610c1272","bdp_cybrbll","Sun Apr 09 2023 19:57:09 GMT-0500 (Central Daylight Time)","499776","3","1","","264","","","","choice","","","img/2to1/1.png","2","220","435","0.5","0.5","2","3","",""
"animation","16","102832","0.0-5.0-2.5","6414cd5e294152ef610c1272","bdp_cybrbll","Sun Apr 09 2023 19:57:09 GMT-0500 (Central Daylight Time)","499776","3","1","","","","","","","","","","","220","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":100},{""stimulus"":""img/2to3/2.png"",""time"":199},{""stimulus"":""img/2to3/3.png"",""time"":298},{""stimulus"":""img/2to3/4.png"",""time"":398},{""stimulus"":""img/2to3/5.png"",""time"":496},{""stimulus"":""img/2to3/6.png"",""time"":595},{""stimulus"":""img/2to3/7.png"",""time"":695},{""stimulus"":""img/2to3/8.png"",""time"":794},{""stimulus"":""img/2to3/9.png"",""time"":893},{""stimulus"":""img/2to3/10.png"",""time"":992},{""stimulus"":""img/2to3/11.png"",""time"":1090},{""stimulus"":""img/2to3/12.png"",""time"":1189}]","[]"
"image-keyboard-response","17","103089","0.0-5.0-1.6","6414cd5e294152ef610c1272","bdp_cybrbll","Sun Apr 09 2023 19:57:09 GMT-0500 (Central Daylight Time)","499776","3","1","","null","","","","observe","","","img/3to2/1.png","null","219","254","0.5","0.5","3","1","",""
"animation","18","104376","0.0-5.0-2.6","6414cd5e294152ef610c1272","bdp_cybrbll","Sun Apr 09 2023 19:57:09 GMT-0500 (Central Daylight Time)","499776","3","1","","","","","","","","","","","219","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":100},{""stimulus"":""img/3to1/2.png"",""time"":199},{""stimulus"":""img/3to1/3.png"",""time"":299},{""stimulus"":""img/3to1/4.png"",""time"":397},{""stimulus"":""img/3to1/5.png"",""time"":496},{""stimulus"":""img/3to1/6.png"",""time"":595},{""stimulus"":""img/3to1/7.png"",""time"":693},{""stimulus"":""img/3to1/8.png"",""time"":793},{""stimulus"":""img/3to1/9.png"",""time"":892},{""stimulus"":""img/3to1/10.png"",""time"":991},{""stimulus"":""img/3to1/11.png"",""time"":1090},{""stimulus"":""img/3to1/12.png"",""time"":1189}]","[]"
"image-keyboard-response","19","105228","0.0-5.0-1.7","6414cd5e294152ef610c1272","bdp_cybrbll","Sun Apr 09 2023 19:57:09 GMT-0500 (Central Daylight Time)","499776","3","1","","null","","","","observe","","","img/1to3/1.png","null","218","850","0.5","0.5","1","3","",""
"animation","20","106516","0.0-5.0-2.7","6414cd5e294152ef610c1272","bdp_cybrbll","Sun Apr 09 2023 19:57:09 GMT-0500 (Central Daylight Time)","499776","3","1","","","","","","","","","","","218","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":101},{""stimulus"":""img/1to3/2.png"",""time"":200},{""stimulus"":""img/1to3/3.png"",""time"":298},{""stimulus"":""img/1to3/4.png"",""time"":398},{""stimulus"":""img/1to3/5.png"",""time"":496},{""stimulus"":""img/1to3/6.png"",""time"":596},{""stimulus"":""img/1to3/7.png"",""time"":694},{""stimulus"":""img/1to3/8.png"",""time"":793},{""stimulus"":""img/1to3/9.png"",""time"":892},{""stimulus"":""img/1to3/10.png"",""time"":992},{""stimulus"":""img/1to3/11.png"",""time"":1091},{""stimulus"":""img/1to3/12.png"",""time"":1189}]","[]"
"image-keyboard-response","21","106836","0.0-5.0-1.8","6414cd5e294152ef610c1272","bdp_cybrbll","Sun Apr 09 2023 19:57:09 GMT-0500 (Central Daylight Time)","499776","3","1","","null","","","","observe","","","img/3to2/1.png","null","217","319","0.5","0.5","3","1","",""
"animation","22","108126","0.0-5.0-2.8","6414cd5e294152ef610c1272","bdp_cybrbll","Sun Apr 09 2023 19:57:09 GMT-0500 (Central Daylight Time)","499776","3","1","","","","","","","","","","","217","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":100},{""stimulus"":""img/3to1/2.png"",""time"":198},{""stimulus"":""img/3to1/3.png"",""time"":297},{""stimulus"":""img/3to1/4.png"",""time"":397},{""stimulus"":""img/3to1/5.png"",""time"":496},{""stimulus"":""img/3to1/6.png"",""time"":595},{""stimulus"":""img/3to1/7.png"",""time"":693},{""stimulus"":""img/3to1/8.png"",""time"":792},{""stimulus"":""img/3to1/9.png"",""time"":892},{""stimulus"":""img/3to1/10.png"",""time"":991},{""stimulus"":""img/3to1/11.png"",""time"":1090},{""stimulus"":""img/3to1/12.png"",""time"":1189}]","[]"
"image-keyboard-response","23","109996","0.0-5.0-1.9","6414cd5e294152ef610c1272","bdp_cybrbll","Sun Apr 09 2023 19:57:09 GMT-0500 (Central Daylight Time)","499776","3","1","","null","","","","observe","","","img/1to3/1.png","null","216","1869","0.5","0.5","1","2","",""
"animation","24","111285","0.0-5.0-2.9","6414cd5e294152ef610c1272","bdp_cybrbll","Sun Apr 09 2023 19:57:09 GMT-0500 (Central Daylight Time)","499776","3","1","","","","","","","","","","","216","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":100},{""stimulus"":""img/1to2/2.png"",""time"":199},{""stimulus"":""img/1to2/3.png"",""time"":298},{""stimulus"":""img/1to2/4.png"",""time"":397},{""stimulus"":""img/1to2/5.png"",""time"":496},{""stimulus"":""img/1to2/6.png"",""time"":595},{""stimulus"":""img/1to2/7.png"",""time"":694},{""stimulus"":""img/1to2/8.png"",""time"":793},{""stimulus"":""img/1to2/9.png"",""time"":892},{""stimulus"":""img/1to2/10.png"",""time"":991},{""stimulus"":""img/1to2/11.png"",""time"":1091},{""stimulus"":""img/1to2/12.png"",""time"":1190}]","[]"
"image-keyboard-response","25","111647","0.0-5.0-1.10","6414cd5e294152ef610c1272","bdp_cybrbll","Sun Apr 09 2023 19:57:09 GMT-0500 (Central Daylight Time)","499776","3","1","","362","","","","choice","","","img/2to1/1.png","1","215","530","0.5","0.5","2","1","",""
"animation","26","112935","0.0-5.0-2.10","6414cd5e294152ef610c1272","bdp_cybrbll","Sun Apr 09 2023 19:57:09 GMT-0500 (Central Daylight Time)","499776","3","1","","","","","","","","","","","215","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":100},{""stimulus"":""img/2to1/2.png"",""time"":199},{""stimulus"":""img/2to1/3.png"",""time"":298},{""stimulus"":""img/2to1/4.png"",""time"":411},{""stimulus"":""img/2to1/5.png"",""time"":496},{""stimulus"":""img/2to1/6.png"",""time"":594},{""stimulus"":""img/2to1/7.png"",""time"":694},{""stimulus"":""img/2to1/8.png"",""time"":793},{""stimulus"":""img/2to1/9.png"",""time"":892},{""stimulus"":""img/2to1/10.png"",""time"":991},{""stimulus"":""img/2to1/11.png"",""time"":1091},{""stimulus"":""img/2to1/12.png"",""time"":1190}]","[]"
"image-keyboard-response","27","113379","0.0-5.0-1.11","6414cd5e294152ef610c1272","bdp_cybrbll","Sun Apr 09 2023 19:57:09 GMT-0500 (Central Daylight Time)","499776","3","1","","null","","","","observe","","","img/1to3/1.png","null","214","443","0.5","0.5","1","3","",""
"animation","28","114667","0.0-5.0-2.11","6414cd5e294152ef610c1272","bdp_cybrbll","Sun Apr 09 2023 19:57:09 GMT-0500 (Central Daylight Time)","499776","3","1","","","","","","","","","","","214","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":100},{""stimulus"":""img/1to3/2.png"",""time"":199},{""stimulus"":""img/1to3/3.png"",""time"":298},{""stimulus"":""img/1to3/4.png"",""time"":397},{""stimulus"":""img/1to3/5.png"",""time"":496},{""stimulus"":""img/1to3/6.png"",""time"":595},{""stimulus"":""img/1to3/7.png"",""time"":694},{""stimulus"":""img/1to3/8.png"",""time"":793},{""stimulus"":""img/1to3/9.png"",""time"":893},{""stimulus"":""img/1to3/10.png"",""time"":991},{""stimulus"":""img/1to3/11.png"",""time"":1090},{""stimulus"":""img/1to3/12.png"",""time"":1189}]","[]"
"image-keyboard-response","29","115709","0.0-5.0-1.12","6414cd5e294152ef610c1272","bdp_cybrbll","Sun Apr 09 2023 19:57:09 GMT-0500 (Central Daylight Time)","499776","3","1","","null","","","","observe","","","img/3to2/1.png","null","213","1042","0.5","0.5","3","1","",""
"animation","30","116997","0.0-5.0-2.12","6414cd5e294152ef610c1272","bdp_cybrbll","Sun Apr 09 2023 19:57:09 GMT-0500 (Central Daylight Time)","499776","3","1","","","","","","","","","","","213","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":100},{""stimulus"":""img/3to1/2.png"",""time"":199},{""stimulus"":""img/3to1/3.png"",""time"":298},{""stimulus"":""img/3to1/4.png"",""time"":398},{""stimulus"":""img/3to1/5.png"",""time"":496},{""stimulus"":""img/3to1/6.png"",""time"":595},{""stimulus"":""img/3to1/7.png"",""time"":694},{""stimulus"":""img/3to1/8.png"",""time"":793},{""stimulus"":""img/3to1/9.png"",""time"":892},{""stimulus"":""img/3to1/10.png"",""time"":991},{""stimulus"":""img/3to1/11.png"",""time"":1090},{""stimulus"":""img/3to1/12.png"",""time"":1189}]","[]"
"image-keyboard-response","31","117585","0.0-5.0-1.13","6414cd5e294152ef610c1272","bdp_cybrbll","Sun Apr 09 2023 19:57:09 GMT-0500 (Central Daylight Time)","499776","3","1","","null","","","","observe","","","img/1to3/1.png","null","212","585","0.5","0.5","1","3","",""
"animation","32","118873","0.0-5.0-2.13","6414cd5e294152ef610c1272","bdp_cybrbll","Sun Apr 09 2023 19:57:09 GMT-0500 (Central Daylight Time)","499776","3","1","","","","","","","","","","","212","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":100},{""stimulus"":""img/1to3/2.png"",""time"":198},{""stimulus"":""img/1to3/3.png"",""time"":298},{""stimulus"":""img/1to3/4.png"",""time"":397},{""stimulus"":""img/1to3/5.png"",""time"":495},{""stimulus"":""img/1to3/6.png"",""time"":596},{""stimulus"":""img/1to3/7.png"",""time"":695},{""stimulus"":""img/1to3/8.png"",""time"":793},{""stimulus"":""img/1to3/9.png"",""time"":892},{""stimulus"":""img/1to3/10.png"",""time"":990},{""stimulus"":""img/1to3/11.png"",""time"":1089},{""stimulus"":""img/1to3/12.png"",""time"":1189}]","[]"
"image-keyboard-response","33","119615","0.0-5.0-1.14","6414cd5e294152ef610c1272","bdp_cybrbll","Sun Apr 09 2023 19:57:09 GMT-0500 (Central Daylight Time)","499776","3","1","","null","","","","observe","","","img/3to2/1.png","null","211","741","0.5","0.5","3","2","",""
"animation","34","120902","0.0-5.0-2.14","6414cd5e294152ef610c1272","bdp_cybrbll","Sun Apr 09 2023 19:57:09 GMT-0500 (Central Daylight Time)","499776","3","1","","","","","","","","","","","211","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":100},{""stimulus"":""img/3to2/2.png"",""time"":199},{""stimulus"":""img/3to2/3.png"",""time"":297},{""stimulus"":""img/3to2/4.png"",""time"":397},{""stimulus"":""img/3to2/5.png"",""time"":496},{""stimulus"":""img/3to2/6.png"",""time"":595},{""stimulus"":""img/3to2/7.png"",""time"":694},{""stimulus"":""img/3to2/8.png"",""time"":793},{""stimulus"":""img/3to2/9.png"",""time"":891},{""stimulus"":""img/3to2/10.png"",""time"":991},{""stimulus"":""img/3to2/11.png"",""time"":1090},{""stimulus"":""img/3to2/12.png"",""time"":1189}]","[]"
"image-keyboard-response","35","120963","0.0-5.0-1.15","6414cd5e294152ef610c1272","bdp_cybrbll","Sun Apr 09 2023 19:57:09 GMT-0500 (Central Daylight Time)","499776","3","1","","60","","","","choice","","","img/2to1/1.png","2","210","326","0.5","0.5","2","3","",""
"animation","36","122252","0.0-5.0-2.15","6414cd5e294152ef610c1272","bdp_cybrbll","Sun Apr 09 2023 19:57:09 GMT-0500 (Central Daylight Time)","499776","3","1","","","","","","","","","","","210","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":100},{""stimulus"":""img/2to3/2.png"",""time"":199},{""stimulus"":""img/2to3/3.png"",""time"":298},{""stimulus"":""img/2to3/4.png"",""time"":397},{""stimulus"":""img/2to3/5.png"",""time"":496},{""stimulus"":""img/2to3/6.png"",""time"":595},{""stimulus"":""img/2to3/7.png"",""time"":694},{""stimulus"":""img/2to3/8.png"",""time"":793},{""stimulus"":""img/2to3/9.png"",""time"":893},{""stimulus"":""img/2to3/10.png"",""time"":990},{""stimulus"":""img/2to3/11.png"",""time"":1090},{""stimulus"":""img/2to3/12.png"",""time"":1189}]","[]"
"image-keyboard-response","37","122833","0.0-5.0-1.16","6414cd5e294152ef610c1272","bdp_cybrbll","Sun Apr 09 2023 19:57:09 GMT-0500 (Central Daylight Time)","499776","3","1","","null","","","","observe","","","img/3to2/1.png","null","209","579","0.5","0.5","3","1","",""
"animation","38","124121","0.0-5.0-2.16","6414cd5e294152ef610c1272","bdp_cybrbll","Sun Apr 09 2023 19:57:09 GMT-0500 (Central Daylight Time)","499776","3","1","","","","","","","","","","","209","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":101},{""stimulus"":""img/3to1/2.png"",""time"":199},{""stimulus"":""img/3to1/3.png"",""time"":299},{""stimulus"":""img/3to1/4.png"",""time"":398},{""stimulus"":""img/3to1/5.png"",""time"":497},{""stimulus"":""img/3to1/6.png"",""time"":596},{""stimulus"":""img/3to1/7.png"",""time"":694},{""stimulus"":""img/3to1/8.png"",""time"":794},{""stimulus"":""img/3to1/9.png"",""time"":892},{""stimulus"":""img/3to1/10.png"",""time"":991},{""stimulus"":""img/3to1/11.png"",""time"":1091},{""stimulus"":""img/3to1/12.png"",""time"":1189}]","[]"
"image-keyboard-response","39","124556","0.0-5.0-1.17","6414cd5e294152ef610c1272","bdp_cybrbll","Sun Apr 09 2023 19:57:09 GMT-0500 (Central Daylight Time)","499776","3","1","","null","","","","observe","","","img/1to3/1.png","null","208","434","0.5","0.5","1","3","",""
"animation","40","125844","0.0-5.0-2.17","6414cd5e294152ef610c1272","bdp_cybrbll","Sun Apr 09 2023 19:57:09 GMT-0500 (Central Daylight Time)","499776","3","1","","","","","","","","","","","208","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":100},{""stimulus"":""img/1to3/2.png"",""time"":199},{""stimulus"":""img/1to3/3.png"",""time"":297},{""stimulus"":""img/1to3/4.png"",""time"":397},{""stimulus"":""img/1to3/5.png"",""time"":496},{""stimulus"":""img/1to3/6.png"",""time"":595},{""stimulus"":""img/1to3/7.png"",""time"":694},{""stimulus"":""img/1to3/8.png"",""time"":792},{""stimulus"":""img/1to3/9.png"",""time"":893},{""stimulus"":""img/1to3/10.png"",""time"":991},{""stimulus"":""img/1to3/11.png"",""time"":1090},{""stimulus"":""img/1to3/12.png"",""time"":1189}]","[]"
"image-keyboard-response","41","126032","0.0-5.0-1.18","6414cd5e294152ef610c1272","bdp_cybrbll","Sun Apr 09 2023 19:57:09 GMT-0500 (Central Daylight Time)","499776","3","1","","null","","","","observe","","","img/3to2/1.png","null","207","187","0.5","0.5","3","1","",""
"animation","42","127324","0.0-5.0-2.18","6414cd5e294152ef610c1272","bdp_cybrbll","Sun Apr 09 2023 19:57:09 GMT-0500 (Central Daylight Time)","499776","3","1","","","","","","","","","","","207","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":101},{""stimulus"":""img/3to1/2.png"",""time"":200},{""stimulus"":""img/3to1/3.png"",""time"":298},{""stimulus"":""img/3to1/4.png"",""time"":398},{""stimulus"":""img/3to1/5.png"",""time"":497},{""stimulus"":""img/3to1/6.png"",""time"":596},{""stimulus"":""img/3to1/7.png"",""time"":695},{""stimulus"":""img/3to1/8.png"",""time"":793},{""stimulus"":""img/3to1/9.png"",""time"":893},{""stimulus"":""img/3to1/10.png"",""time"":991},{""stimulus"":""img/3to1/11.png"",""time"":1090},{""stimulus"":""img/3to1/12.png"",""time"":1190}]","[]"
"image-keyboard-response","43","127522","0.0-5.0-1.19","6414cd5e294152ef610c1272","bdp_cybrbll","Sun Apr 09 2023 19:57:09 GMT-0500 (Central Daylight Time)","499776","3","1","","null","","","","observe","","","img/1to3/1.png","null","206","197","0.5","0.5","1","2","",""
"animation","44","128810","0.0-5.0-2.19","6414cd5e294152ef610c1272","bdp_cybrbll","Sun Apr 09 2023 19:57:09 GMT-0500 (Central Daylight Time)","499776","3","1","","","","","","","","","","","206","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":101},{""stimulus"":""img/1to2/2.png"",""time"":200},{""stimulus"":""img/1to2/3.png"",""time"":300},{""stimulus"":""img/1to2/4.png"",""time"":397},{""stimulus"":""img/1to2/5.png"",""time"":498},{""stimulus"":""img/1to2/6.png"",""time"":596},{""stimulus"":""img/1to2/7.png"",""time"":694},{""stimulus"":""img/1to2/8.png"",""time"":794},{""stimulus"":""img/1to2/9.png"",""time"":892},{""stimulus"":""img/1to2/10.png"",""time"":992},{""stimulus"":""img/1to2/11.png"",""time"":1090},{""stimulus"":""img/1to2/12.png"",""time"":1190}]","[]"
"image-keyboard-response","45","128924","0.0-5.0-1.20","6414cd5e294152ef610c1272","bdp_cybrbll","Sun Apr 09 2023 19:57:09 GMT-0500 (Central Daylight Time)","499776","3","1","","114","","","","choice","","","img/2to1/1.png","1","205","281","0.5","0.5","2","1","",""
"animation","46","130212","0.0-5.0-2.20","6414cd5e294152ef610c1272","bdp_cybrbll","Sun Apr 09 2023 19:57:09 GMT-0500 (Central Daylight Time)","499776","3","1","","","","","","","","","","","205","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":100},{""stimulus"":""img/2to1/2.png"",""time"":199},{""stimulus"":""img/2to1/3.png"",""time"":299},{""stimulus"":""img/2to1/4.png"",""time"":397},{""stimulus"":""img/2to1/5.png"",""time"":496},{""stimulus"":""img/2to1/6.png"",""time"":595},{""stimulus"":""img/2to1/7.png"",""time"":694},{""stimulus"":""img/2to1/8.png"",""time"":794},{""stimulus"":""img/2to1/9.png"",""time"":893},{""stimulus"":""img/2to1/10.png"",""time"":993},{""stimulus"":""img/2to1/11.png"",""time"":1090},{""stimulus"":""img/2to1/12.png"",""time"":1189}]","[]"
"image-keyboard-response","47","130583","0.0-5.0-1.21","6414cd5e294152ef610c1272","bdp_cybrbll","Sun Apr 09 2023 19:57:09 GMT-0500 (Central Daylight Time)","499776","3","1","","null","","","","observe","","","img/1to3/1.png","null","204","369","0.5","0.5","1","2","",""
"animation","48","131872","0.0-5.0-2.21","6414cd5e294152ef610c1272","bdp_cybrbll","Sun Apr 09 2023 19:57:09 GMT-0500 (Central Daylight Time)","499776","3","1","","","","","","","","","","","204","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":100},{""stimulus"":""img/1to2/2.png"",""time"":200},{""stimulus"":""img/1to2/3.png"",""time"":298},{""stimulus"":""img/1to2/4.png"",""time"":398},{""stimulus"":""img/1to2/5.png"",""time"":497},{""stimulus"":""img/1to2/6.png"",""time"":596},{""stimulus"":""img/1to2/7.png"",""time"":696},{""stimulus"":""img/1to2/8.png"",""time"":794},{""stimulus"":""img/1to2/9.png"",""time"":892},{""stimulus"":""img/1to2/10.png"",""time"":991},{""stimulus"":""img/1to2/11.png"",""time"":1090},{""stimulus"":""img/1to2/12.png"",""time"":1189}]","[]"
"image-keyboard-response","49","131966","0.0-5.0-1.22","6414cd5e294152ef610c1272","bdp_cybrbll","Sun Apr 09 2023 19:57:09 GMT-0500 (Central Daylight Time)","499776","3","1","","94","","","","choice","","","img/2to1/1.png","2","203","318","0.5","0.5","2","3","",""
