"event","trial","time","trialtype","subject_id","task","startTime","totalTime","fairPartner","unfairPartner","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","throwsLeft","rtDur","pFair","pUnfair","holder","receiver","animation_sequence","responses"
"focus","0","0","focusevent","63f78c9346da47f7f8f3aef9","bdp_cybrbll","Sun Apr 09 2023 16:44:46 GMT-0600 (Mountain Daylight Time)","457553","1","3","","","","","","","","","","","","","","","","",""
"","","","","63f78c9346da47f7f8f3aef9","bdp_cybrbll","Sun Apr 09 2023 16:44:46 GMT-0600 (Mountain Daylight Time)","457553","1","3","pavlovia","0","12","0.0-0.0","","","","","","","","","","","","",""
"","","","","63f78c9346da47f7f8f3aef9","bdp_cybrbll","Sun Apr 09 2023 16:44:46 GMT-0600 (Mountain Daylight Time)","457553","1","3","instructions","1","1632","0.0-1.0","[{""page_index"":0,""viewing_time"":1620}]","1620","","","","","","","","","","",""
"fullscreenexit","2","4145","fullscreenexit","63f78c9346da47f7f8f3aef9","bdp_cybrbll","Sun Apr 09 2023 16:44:46 GMT-0600 (Mountain Daylight Time)","457553","1","3","","","","","","","","","","","","","","","","",""
"","","","","63f78c9346da47f7f8f3aef9","bdp_cybrbll","Sun Apr 09 2023 16:44:46 GMT-0600 (Mountain Daylight Time)","457553","1","3","fullscreen","2","4959","0.0-2.0","","","true","","","","","","","","","",""
"","","","fullscreenfail","63f78c9346da47f7f8f3aef9","bdp_cybrbll","Sun Apr 09 2023 16:44:46 GMT-0600 (Mountain Daylight Time)","457553","1","3","image-keyboard-response","3","21665","0.0-3.0-0.0","","16702","","","32","","","","","","","",""
"","","","","63f78c9346da47f7f8f3aef9","bdp_cybrbll","Sun Apr 09 2023 16:44:46 GMT-0600 (Mountain Daylight Time)","457553","1","3","instructions","4","37129","0.0-4.0","[{""page_index"":0,""viewing_time"":15200}]","15201","","","","","","","","","","",""
"","","","choice","63f78c9346da47f7f8f3aef9","bdp_cybrbll","Sun Apr 09 2023 16:44:46 GMT-0600 (Mountain Daylight Time)","457553","1","3","image-keyboard-response","5","38648","0.0-5.0-1.0","","1515","","img/2to1/1.png","1","225","392","0.5","0.5","2","1","",""
"","","","","63f78c9346da47f7f8f3aef9","bdp_cybrbll","Sun Apr 09 2023 16:44:46 GMT-0600 (Mountain Daylight Time)","457553","1","3","animation","6","40062","0.0-5.0-2.0","","","","","","225","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":107},{""stimulus"":""img/2to1/2.png"",""time"":215},{""stimulus"":""img/2to1/3.png"",""time"":323},{""stimulus"":""img/2to1/4.png"",""time"":432},{""stimulus"":""img/2to1/5.png"",""time"":538},{""stimulus"":""img/2to1/6.png"",""time"":648},{""stimulus"":""img/2to1/7.png"",""time"":756},{""stimulus"":""img/2to1/8.png"",""time"":867},{""stimulus"":""img/2to1/9.png"",""time"":977},{""stimulus"":""img/2to1/10.png"",""time"":1085},{""stimulus"":""img/2to1/11.png"",""time"":1194},{""stimulus"":""img/2to1/12.png"",""time"":1303}]","[]"
"","","","observe","63f78c9346da47f7f8f3aef9","bdp_cybrbll","Sun Apr 09 2023 16:44:46 GMT-0600 (Mountain Daylight Time)","457553","1","3","image-keyboard-response","7","41163","0.0-5.0-1.1","","null","","img/1to3/1.png","null","224","1088","0.5","0.5","1","3","",""
"","","","","63f78c9346da47f7f8f3aef9","bdp_cybrbll","Sun Apr 09 2023 16:44:46 GMT-0600 (Mountain Daylight Time)","457553","1","3","animation","8","42574","0.0-5.0-2.1","","","","","","224","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":110},{""stimulus"":""img/1to3/2.png"",""time"":216},{""stimulus"":""img/1to3/3.png"",""time"":326},{""stimulus"":""img/1to3/4.png"",""time"":435},{""stimulus"":""img/1to3/5.png"",""time"":542},{""stimulus"":""img/1to3/6.png"",""time"":650},{""stimulus"":""img/1to3/7.png"",""time"":759},{""stimulus"":""img/1to3/8.png"",""time"":867},{""stimulus"":""img/1to3/9.png"",""time"":976},{""stimulus"":""img/1to3/10.png"",""time"":1084},{""stimulus"":""img/1to3/11.png"",""time"":1194},{""stimulus"":""img/1to3/12.png"",""time"":1302}]","[]"
"","","","observe","63f78c9346da47f7f8f3aef9","bdp_cybrbll","Sun Apr 09 2023 16:44:46 GMT-0600 (Mountain Daylight Time)","457553","1","3","image-keyboard-response","9","43687","0.0-5.0-1.2","","null","","img/3to2/1.png","null","223","1098","0.5","0.5","3","1","",""
"","","","","63f78c9346da47f7f8f3aef9","bdp_cybrbll","Sun Apr 09 2023 16:44:46 GMT-0600 (Mountain Daylight Time)","457553","1","3","animation","10","45095","0.0-5.0-2.2","","","","","","223","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":108},{""stimulus"":""img/3to1/2.png"",""time"":214},{""stimulus"":""img/3to1/3.png"",""time"":324},{""stimulus"":""img/3to1/4.png"",""time"":433},{""stimulus"":""img/3to1/5.png"",""time"":540},{""stimulus"":""img/3to1/6.png"",""time"":648},{""stimulus"":""img/3to1/7.png"",""time"":756},{""stimulus"":""img/3to1/8.png"",""time"":866},{""stimulus"":""img/3to1/9.png"",""time"":975},{""stimulus"":""img/3to1/10.png"",""time"":1083},{""stimulus"":""img/3to1/11.png"",""time"":1191},{""stimulus"":""img/3to1/12.png"",""time"":1299}]","[]"
"","","","observe","63f78c9346da47f7f8f3aef9","bdp_cybrbll","Sun Apr 09 2023 16:44:46 GMT-0600 (Mountain Daylight Time)","457553","1","3","image-keyboard-response","11","45485","0.0-5.0-1.3","","null","","img/1to3/1.png","null","222","386","0.5","0.5","1","2","",""
"","","","","63f78c9346da47f7f8f3aef9","bdp_cybrbll","Sun Apr 09 2023 16:44:46 GMT-0600 (Mountain Daylight Time)","457553","1","3","animation","12","46892","0.0-5.0-2.3","","","","","","222","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":110},{""stimulus"":""img/1to2/2.png"",""time"":215},{""stimulus"":""img/1to2/3.png"",""time"":324},{""stimulus"":""img/1to2/4.png"",""time"":432},{""stimulus"":""img/1to2/5.png"",""time"":540},{""stimulus"":""img/1to2/6.png"",""time"":647},{""stimulus"":""img/1to2/7.png"",""time"":756},{""stimulus"":""img/1to2/8.png"",""time"":864},{""stimulus"":""img/1to2/9.png"",""time"":972},{""stimulus"":""img/1to2/10.png"",""time"":1080},{""stimulus"":""img/1to2/11.png"",""time"":1188},{""stimulus"":""img/1to2/12.png"",""time"":1298}]","[]"
"","","","choice","63f78c9346da47f7f8f3aef9","bdp_cybrbll","Sun Apr 09 2023 16:44:46 GMT-0600 (Mountain Daylight Time)","457553","1","3","image-keyboard-response","13","47385","0.0-5.0-1.4","","492","","img/2to1/1.png","2","221","266","0.5","0.5","2","3","",""
"","","","","63f78c9346da47f7f8f3aef9","bdp_cybrbll","Sun Apr 09 2023 16:44:46 GMT-0600 (Mountain Daylight Time)","457553","1","3","animation","14","48804","0.0-5.0-2.4","","","","","","221","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":113},{""stimulus"":""img/2to3/2.png"",""time"":220},{""stimulus"":""img/2to3/3.png"",""time"":331},{""stimulus"":""img/2to3/4.png"",""time"":440},{""stimulus"":""img/2to3/5.png"",""time"":548},{""stimulus"":""img/2to3/6.png"",""time"":657},{""stimulus"":""img/2to3/7.png"",""time"":767},{""stimulus"":""img/2to3/8.png"",""time"":876},{""stimulus"":""img/2to3/9.png"",""time"":984},{""stimulus"":""img/2to3/10.png"",""time"":1094},{""stimulus"":""img/2to3/11.png"",""time"":1202},{""stimulus"":""img/2to3/12.png"",""time"":1311}]","[]"
"","","","observe","63f78c9346da47f7f8f3aef9","bdp_cybrbll","Sun Apr 09 2023 16:44:46 GMT-0600 (Mountain Daylight Time)","457553","1","3","image-keyboard-response","15","49798","0.0-5.0-1.5","","null","","img/3to2/1.png","null","220","979","0.5","0.5","3","2","",""
