"event","trial","time","trialtype","subject_id","task","startTime","totalTime","fairPartner","unfairPartner","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","throwsLeft","rtDur","pFair","pUnfair","holder","receiver","animation_sequence","responses"
"focus","0","0","focusevent","6144bf2539bc8f85335af4be","bdp_cybrbll","Sun Mar 26 2023 05:00:37 GMT-0400 (Eastern Daylight Time)","447764","1","3","","","","","","","","","","","","","","","","",""
"focus","0","0","focusevent","6144bf2539bc8f85335af4be","bdp_cybrbll","Sun Mar 26 2023 05:00:37 GMT-0400 (Eastern Daylight Time)","447764","1","3","","","","","","","","","","","","","","","","",""
"","","","","6144bf2539bc8f85335af4be","bdp_cybrbll","Sun Mar 26 2023 05:00:37 GMT-0400 (Eastern Daylight Time)","447764","1","3","pavlovia","0","3","0.0-0.0","","","","","","","","","","","","",""
"","","","","6144bf2539bc8f85335af4be","bdp_cybrbll","Sun Mar 26 2023 05:00:37 GMT-0400 (Eastern Daylight Time)","447764","1","3","instructions","1","1833","0.0-1.0","[{""page_index"":0,""viewing_time"":1830}]","1830","","","","","","","","","","",""
"fullscreenenter","2","4514","fullscreenenter","6144bf2539bc8f85335af4be","bdp_cybrbll","Sun Mar 26 2023 05:00:37 GMT-0400 (Eastern Daylight Time)","447764","1","3","","","","","","","","","","","","","","","","",""
"","","","","6144bf2539bc8f85335af4be","bdp_cybrbll","Sun Mar 26 2023 05:00:37 GMT-0400 (Eastern Daylight Time)","447764","1","3","fullscreen","2","5516","0.0-2.0","","","true","","","","","","","","","",""
"","","","","6144bf2539bc8f85335af4be","bdp_cybrbll","Sun Mar 26 2023 05:00:37 GMT-0400 (Eastern Daylight Time)","447764","1","3","instructions","3","42874","0.0-4.0","[{""page_index"":0,""viewing_time"":37356}]","37356","","","","","","","","","","",""
"","","","choice","6144bf2539bc8f85335af4be","bdp_cybrbll","Sun Mar 26 2023 05:00:37 GMT-0400 (Eastern Daylight Time)","447764","1","3","image-keyboard-response","4","46138","0.0-5.0-1.0","","3262","","img/2to1/1.png","2","225","1177","0.5","0.5","2","3","",""
"","","","","6144bf2539bc8f85335af4be","bdp_cybrbll","Sun Mar 26 2023 05:00:37 GMT-0400 (Eastern Daylight Time)","447764","1","3","animation","5","47433","0.0-5.0-2.0","","","","","","225","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":103},{""stimulus"":""img/2to3/2.png"",""time"":208},{""stimulus"":""img/2to3/3.png"",""time"":301},{""stimulus"":""img/2to3/4.png"",""time"":409},{""stimulus"":""img/2to3/5.png"",""time"":501},{""stimulus"":""img/2to3/6.png"",""time"":597},{""stimulus"":""img/2to3/7.png"",""time"":701},{""stimulus"":""img/2to3/8.png"",""time"":797},{""stimulus"":""img/2to3/9.png"",""time"":901},{""stimulus"":""img/2to3/10.png"",""time"":997},{""stimulus"":""img/2to3/11.png"",""time"":1092},{""stimulus"":""img/2to3/12.png"",""time"":1197}]","[]"
"","","","observe","6144bf2539bc8f85335af4be","bdp_cybrbll","Sun Mar 26 2023 05:00:37 GMT-0400 (Eastern Daylight Time)","447764","1","3","image-keyboard-response","6","48714","0.0-5.0-1.1","","null","","img/3to2/1.png","null","224","1269","0.5","0.5","3","1","",""
"","","","","6144bf2539bc8f85335af4be","bdp_cybrbll","Sun Mar 26 2023 05:00:37 GMT-0400 (Eastern Daylight Time)","447764","1","3","animation","7","50007","0.0-5.0-2.1","","","","","","224","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":103},{""stimulus"":""img/3to1/2.png"",""time"":209},{""stimulus"":""img/3to1/3.png"",""time"":301},{""stimulus"":""img/3to1/4.png"",""time"":408},{""stimulus"":""img/3to1/5.png"",""time"":501},{""stimulus"":""img/3to1/6.png"",""time"":600},{""stimulus"":""img/3to1/7.png"",""time"":702},{""stimulus"":""img/3to1/8.png"",""time"":800},{""stimulus"":""img/3to1/9.png"",""time"":895},{""stimulus"":""img/3to1/10.png"",""time"":1000},{""stimulus"":""img/3to1/11.png"",""time"":1093},{""stimulus"":""img/3to1/12.png"",""time"":1201}]","[]"
"","","","observe","6144bf2539bc8f85335af4be","bdp_cybrbll","Sun Mar 26 2023 05:00:37 GMT-0400 (Eastern Daylight Time)","447764","1","3","image-keyboard-response","8","50647","0.0-5.0-1.2","","null","","img/1to3/1.png","null","223","630","0.5","0.5","1","2","",""
"","","","","6144bf2539bc8f85335af4be","bdp_cybrbll","Sun Mar 26 2023 05:00:37 GMT-0400 (Eastern Daylight Time)","447764","1","3","animation","9","51945","0.0-5.0-2.2","","","","","","223","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":108},{""stimulus"":""img/1to2/2.png"",""time"":200},{""stimulus"":""img/1to2/3.png"",""time"":306},{""stimulus"":""img/1to2/4.png"",""time"":401},{""stimulus"":""img/1to2/5.png"",""time"":505},{""stimulus"":""img/1to2/6.png"",""time"":600},{""stimulus"":""img/1to2/7.png"",""time"":697},{""stimulus"":""img/1to2/8.png"",""time"":804},{""stimulus"":""img/1to2/9.png"",""time"":896},{""stimulus"":""img/1to2/10.png"",""time"":993},{""stimulus"":""img/1to2/11.png"",""time"":1099},{""stimulus"":""img/1to2/12.png"",""time"":1193}]","[]"
