"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","fairPartner","unfairPartner","event","trial","time","trialtype","numBlurs","view_history","rt","success","stimulus","key_press","throwsLeft","rtDur","pFair","pUnfair","holder","receiver","animation_sequence","responses"
"pavlovia","0","3","0.0-0.0","640feb5e49b723bcfaad6437","bdp_cybrbll","Sat Mar 25 2023 21:21:20 GMT-0400 (Eastern Daylight Time)","493519","3","1","","","","","","","","","","","","","","","","","",""
"","","","","640feb5e49b723bcfaad6437","bdp_cybrbll","Sat Mar 25 2023 21:21:20 GMT-0400 (Eastern Daylight Time)","493519","3","1","blur","1","42","blurevent","1","","","","","","","","","","","","",""
"","","","","640feb5e49b723bcfaad6437","bdp_cybrbll","Sat Mar 25 2023 21:21:20 GMT-0400 (Eastern Daylight Time)","493519","3","1","focus","1","1290","focusevent","","","","","","","","","","","","","",""
"instructions","1","3907","0.0-1.0","640feb5e49b723bcfaad6437","bdp_cybrbll","Sat Mar 25 2023 21:21:20 GMT-0400 (Eastern Daylight Time)","493519","3","1","","","","","","[{""page_index"":0,""viewing_time"":3904}]","3904","","","","","","","","","","",""
"","","","","640feb5e49b723bcfaad6437","bdp_cybrbll","Sat Mar 25 2023 21:21:20 GMT-0400 (Eastern Daylight Time)","493519","3","1","fullscreenenter","2","5009","fullscreenenter","","","","","","","","","","","","","",""
"fullscreen","2","6007","0.0-2.0","640feb5e49b723bcfaad6437","bdp_cybrbll","Sat Mar 25 2023 21:21:20 GMT-0400 (Eastern Daylight Time)","493519","3","1","","","","","","","","true","","","","","","","","","",""
"instructions","3","90174","0.0-4.0","640feb5e49b723bcfaad6437","bdp_cybrbll","Sat Mar 25 2023 21:21:20 GMT-0400 (Eastern Daylight Time)","493519","3","1","","","","","","[{""page_index"":0,""viewing_time"":84166}]","84166","","","","","","","","","","",""
"image-keyboard-response","4","95491","0.0-5.0-0.0-0.0","640feb5e49b723bcfaad6437","bdp_cybrbll","Sat Mar 25 2023 21:21:20 GMT-0400 (Eastern Daylight Time)","493519","3","1","","","","blurwarn","1","","5313","","","49","","","","","","","",""
"image-keyboard-response","5","96993","0.0-5.0-1.0","640feb5e49b723bcfaad6437","bdp_cybrbll","Sat Mar 25 2023 21:21:20 GMT-0400 (Eastern Daylight Time)","493519","3","1","","","","choice","","","1248","","img/2to1/1.png","2","225","312","0.5","0.5","2","3","",""
"animation","6","98287","0.0-5.0-2.0","640feb5e49b723bcfaad6437","bdp_cybrbll","Sat Mar 25 2023 21:21:20 GMT-0400 (Eastern Daylight Time)","493519","3","1","","","","","","","","","","","225","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":103},{""stimulus"":""img/2to3/2.png"",""time"":208},{""stimulus"":""img/2to3/3.png"",""time"":306},{""stimulus"":""img/2to3/4.png"",""time"":399},{""stimulus"":""img/2to3/5.png"",""time"":502},{""stimulus"":""img/2to3/6.png"",""time"":600},{""stimulus"":""img/2to3/7.png"",""time"":702},{""stimulus"":""img/2to3/8.png"",""time"":799},{""stimulus"":""img/2to3/9.png"",""time"":897},{""stimulus"":""img/2to3/10.png"",""time"":999},{""stimulus"":""img/2to3/11.png"",""time"":1097},{""stimulus"":""img/2to3/12.png"",""time"":1194}]","[]"
"image-keyboard-response","7","98650","0.0-5.0-1.1","640feb5e49b723bcfaad6437","bdp_cybrbll","Sat Mar 25 2023 21:21:20 GMT-0400 (Eastern Daylight Time)","493519","3","1","","","","observe","","","null","","img/3to2/1.png","null","224","352","0.5","0.5","3","2","",""
"animation","8","99946","0.0-5.0-2.1","640feb5e49b723bcfaad6437","bdp_cybrbll","Sat Mar 25 2023 21:21:20 GMT-0400 (Eastern Daylight Time)","493519","3","1","","","","","","","","","","","224","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":103},{""stimulus"":""img/3to2/2.png"",""time"":209},{""stimulus"":""img/3to2/3.png"",""time"":304},{""stimulus"":""img/3to2/4.png"",""time"":409},{""stimulus"":""img/3to2/5.png"",""time"":501},{""stimulus"":""img/3to2/6.png"",""time"":599},{""stimulus"":""img/3to2/7.png"",""time"":703},{""stimulus"":""img/3to2/8.png"",""time"":797},{""stimulus"":""img/3to2/9.png"",""time"":896},{""stimulus"":""img/3to2/10.png"",""time"":999},{""stimulus"":""img/3to2/11.png"",""time"":1093},{""stimulus"":""img/3to2/12.png"",""time"":1197}]","[]"
"image-keyboard-response","9","99954","0.0-5.0-1.2","640feb5e49b723bcfaad6437","bdp_cybrbll","Sat Mar 25 2023 21:21:20 GMT-0400 (Eastern Daylight Time)","493519","3","1","","","","choice","","","7","","img/2to1/1.png","1","223","589","0.5","0.5","2","1","",""
"animation","10","101247","0.0-5.0-2.2","640feb5e49b723bcfaad6437","bdp_cybrbll","Sat Mar 25 2023 21:21:20 GMT-0400 (Eastern Daylight Time)","493519","3","1","","","","","","","","","","","223","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":105},{""stimulus"":""img/2to1/2.png"",""time"":206},{""stimulus"":""img/2to1/3.png"",""time"":305},{""stimulus"":""img/2to1/4.png"",""time"":405},{""stimulus"":""img/2to1/5.png"",""time"":505},{""stimulus"":""img/2to1/6.png"",""time"":598},{""stimulus"":""img/2to1/7.png"",""time"":705},{""stimulus"":""img/2to1/8.png"",""time"":799},{""stimulus"":""img/2to1/9.png"",""time"":894},{""stimulus"":""img/2to1/10.png"",""time"":1001},{""stimulus"":""img/2to1/11.png"",""time"":1094},{""stimulus"":""img/2to1/12.png"",""time"":1199}]","[]"
"image-keyboard-response","11","101787","0.0-5.0-1.3","640feb5e49b723bcfaad6437","bdp_cybrbll","Sat Mar 25 2023 21:21:20 GMT-0400 (Eastern Daylight Time)","493519","3","1","","","","observe","","","null","","img/1to3/1.png","null","222","532","0.5","0.5","1","2","",""
