Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
640b7f2956892098dbf4a70f,60234c1d5a0cf81cba76ce5d,APPROVED,2023-03-10T19:04:14.650000Z,2023-03-10T20:18:46.930000Z,2023-03-12T19:34:43.066000,2023-03-10T20:18:49.522641Z,4473,70AE6036,262,English,26,Female,Black,United States,United States,United States,English,Yes,Unemployed (and job seeking)
640b8036a1c9d8dea3954f73,61492ac26b91b5b11ba2c88b,APPROVED,2023-03-10T19:09:27.449000Z,2023-03-10T20:07:37.919000Z,2023-03-12T19:34:43.186000,2023-03-10T20:07:38.389179Z,3491,70AE6036,48,English,22,Female,White,United States,United States,United States,English,Yes,DATA_EXPIRED
640b811fbfdf8603c1ee82d1,6362aca86b740b1ec4cb6efb,APPROVED,2023-03-10T19:12:51.724000Z,2023-03-10T20:22:16.525000Z,2023-03-12T19:34:48.123000,2023-03-10T20:22:16.949717Z,4165,70AE6036,361,English,39,Male,White,United States,United States,United States,English,No,Full-Time
640b8223e96cfe725a1a169f,5f2f86864fd821374b4367bc,APPROVED,2023-03-10T19:16:55.057000Z,2023-03-10T20:06:08.062000Z,2023-03-12T19:34:43.304000,2023-03-10T20:06:08.408283Z,2954,70AE6036,489,English,28,Female,DATA_EXPIRED,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
640b83f65d63f7773fbf83bb,63ed12d2c25b08ba24fe8a41,APPROVED,2023-03-10T19:24:45.874000Z,2023-03-10T20:28:58.126000Z,2023-03-12T19:34:43.419000,2023-03-10T20:29:02.991217Z,3853,70AE6036,104,English,30,Female,Asian,United States,United States,United States,English,No,Full-Time
640b84d940e6b41f71a9ebd7,5e55e83cc65ccb5ed547cb04,APPROVED,2023-03-10T19:36:15.344000Z,2023-03-10T20:56:08.481000Z,2023-03-12T19:34:43.537000,2023-03-10T20:56:09.042375Z,4794,70AE6036,209,English,24,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
640b86efe2b6152f8db78d09,632aaef27780d596dc7e0a9f,APPROVED,2023-03-10T19:37:48.400000Z,2023-03-10T21:51:21.643000Z,2023-03-12T19:34:48.266000,2023-03-10T21:51:22.060925Z,8014,70AE6036,494,English,38,Male,Black,United States,United States,United States,English,No,Full-Time
640b870fea44281979925c1e,63d881ab484805569b553bd8,APPROVED,2023-03-10T19:38:03.007000Z,2023-03-10T21:09:40.791000Z,2023-03-12T19:34:48.413000,2023-03-10T21:09:41.175516Z,5498,70AE6036,153,English,33,Male,Mixed,United States,United States,United States,English,No,DATA_EXPIRED
640b87384e768828df6d35ca,60fcd2b146529d02f1566012,APPROVED,2023-03-10T19:39:08.845000Z,2023-03-10T20:27:03.083000Z,2023-03-12T19:34:43.650000,2023-03-10T20:27:03.480136Z,2875,70AE6036,89,"German, English",21,Female,White,United States,United States,United States,English,No,Full-Time
640b87c0f745864fa1e5022c,63e5b3e89a3823139cb9d35e,APPROVED,2023-03-10T19:41:13.785000Z,2023-03-10T20:59:45.070000Z,2023-03-12T19:34:48.554000,2023-03-10T20:59:45.446361Z,4712,70AE6036,121,English,32,Male,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time
640b88eb2f03e0ee3cf2e2ef,62ec219e5f3634408fb35580,APPROVED,2023-03-10T19:46:50.792000Z,2023-03-10T20:39:11.550000Z,2023-03-12T19:34:43.764000,2023-03-10T20:39:12.070675Z,3141,70AE6036,285,English,31,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
640b89074e768828df6d35e8,58016c9f551314000145af58,APPROVED,2023-03-10T19:46:15.097000Z,2023-03-10T20:44:55.340000Z,2023-03-12T19:34:43.877000,2023-03-10T20:44:55.962494Z,3521,70AE6036,212,English,30,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
640b89a4032ffc3aa239e73b,5d412a9013864b0015b14b31,APPROVED,2023-03-10T19:48:57.615000Z,2023-03-10T20:38:23.064000Z,2023-03-12T19:34:43.998000,2023-03-10T20:38:23.474287Z,2966,70AE6036,387,"Korean, English",29,Female,Asian,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
