Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
640f54e98696172f8e21f3e1,62d78737dcea82e9f96b957c,APPROVED,2023-03-13T16:53:00.887000Z,2023-03-13T17:51:43.388000Z,2023-03-14T02:21:43.440000,2023-03-13T17:51:43.968300Z,3523,70AE6036,176,English,33,Male,Mixed,United States,United States,United States,English,No,Full-Time
640f59e9c8b888b83dc398a7,627ea14463f25dce42e73d51,APPROVED,2023-03-13T17:17:10.399000Z,2023-03-13T18:43:14.056000Z,2023-03-14T02:21:43.576000,2023-03-13T18:43:15.421714Z,5164,70AE6036,75,English,32,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
640f5d44aafdf73227df7835,63d71e67dd0fcccd3cc745b0,APPROVED,2023-03-13T17:28:55.100000Z,2023-03-13T18:57:40.763000Z,2023-03-14T02:21:43.700000,2023-03-13T18:57:41.246313Z,5326,70AE6036,290,English,32,Male,White,United States,United States,United States,English,No,Part-Time
640f5e1f213d6e20122b4c53,60fcd5602ff7c8f0866ecd0c,APPROVED,2023-03-13T17:32:20.088000Z,2023-03-13T18:29:55.977000Z,2023-03-14T02:21:48.492000,2023-03-13T18:29:56.381857Z,3456,70AE6036,73,English,21,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
640f607288bfe69b9b8acc1e,631699e51577c995252cf3fc,APPROVED,2023-03-13T17:46:10.642000Z,2023-03-13T18:30:31.065000Z,2023-03-14T02:21:43.828000,2023-03-13T18:30:33.188092Z,2661,70AE6036,359,English,19,Male,Black,United States,United States,United States,English,Yes,Other
640f607c44e3a36d488a920a,63ed1fa5c88ecae92bf0c920,APPROVED,2023-03-13T17:43:42.742000Z,2023-03-13T18:51:46.068000Z,2023-03-14T02:21:43.952000,2023-03-13T18:51:49.006955Z,4084,70AE6036,22,English,39,Male,Black,United States,United States,United States,English,No,Full-Time
640f60807380359b606f304d,5e2cd786dc63ca2ff798a0ca,APPROVED,2023-03-13T17:42:29.066000Z,2023-03-13T19:30:59.296000Z,2023-03-14T02:21:48.625000,2023-03-13T19:30:59.797791Z,6511,70AE6036,455,English,18,Female,Black,United States,United States,United States,English,Yes,Unemployed (and job seeking)
640f609e7f61353a6cf5a5ec,62d06d1b651d6922f62fab9b,APPROVED,2023-03-13T17:42:57.478000Z,2023-03-13T18:31:50.072000Z,2023-03-14T02:21:44.082000,2023-03-13T18:31:51.070133Z,2933,70AE6036,165,English,27,Male,Mixed,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
640f60b39ae402de399baa6e,5fcecd70db3ccb1a7f9331c9,APPROVED,2023-03-13T17:43:43.072000Z,2023-03-13T18:44:42.869000Z,2023-03-14T02:21:44.206000,2023-03-13T18:44:43.992456Z,3660,70AE6036,147,English,31,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
640f6216fd33f87fb31db828,63d865b3e3e28b34ec2ed45c,APPROVED,2023-03-13T17:49:13.168000Z,2023-03-13T18:26:54.647000Z,2023-03-14T02:21:44.331000,2023-03-13T18:26:55.004544Z,2262,70AE6036,90,English,22,Male,Asian,United States,United States,United States,English,No,Unemployed (and job seeking)
640f621ef26fccac74c7353f,63652b3ed1f35f8e04325845,APPROVED,2023-03-13T17:49:24.946000Z,2023-03-13T19:03:43.285000Z,2023-03-14T02:21:44.456000,2023-03-13T19:03:43.794582Z,4459,70AE6036,229,English,45,Male,White,Germany,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
640f627cdbe2a87501dad183,6338c2127eed17193a7a4d32,APPROVED,2023-03-13T17:50:54.899000Z,2023-03-13T18:46:26.064000Z,2023-03-14T02:21:44.584000,2023-03-13T18:46:26.808429Z,3332,70AE6036,408,English,35,Male,White,United States,United States,United States,English,Yes,Full-Time
640f6332f7e2c993faffef65,63d7457dae12d98a8ebd18f6,APPROVED,2023-03-13T17:54:41.793000Z,2023-03-13T18:52:17.229000Z,2023-03-14T02:21:48.762000,2023-03-13T18:52:17.784909Z,3456,70AE6036,27,English,32,Female,Black,United States,United States,United States,English,No,DATA_EXPIRED
640f634b32ac572b2c7b1725,63d1b93d9abc8c4b40e2d92f,APPROVED,2023-03-13T17:54:28.639000Z,2023-03-13T19:03:29Z,2023-03-14T02:21:44.711000,2023-03-13T19:03:29.404852Z,4141,70AE6036,147,English,34,Male,White,United States,United States,United States,English,No,Full-Time
640f63a4d88e885b524a0867,60aeef267e494909058ef34e,APPROVED,2023-03-13T17:55:51.924000Z,2023-03-13T18:47:26.898000Z,2023-03-14T02:21:48.894000,2023-03-13T18:47:27.341785Z,3095,70AE6036,416,English,23,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
640f63d70ca10a845b9ad0dd,64013f9fa92a5dd2d30c5575,APPROVED,2023-03-13T17:56:47.571000Z,2023-03-13T19:32:49.252000Z,2023-03-14T02:21:44.838000,2023-03-13T19:32:50.387023Z,5762,70AE6036,52,English,43,Male,White,United States,United States,United States,English,No,Due to start a new job within the next month
640f63fd93cdc833b12b4c4c,60beba435afc451476fa7781,APPROVED,2023-03-13T17:58:08.447000Z,2023-03-13T19:02:18.990000Z,2023-03-14T02:21:49.015000,2023-03-13T19:02:19.392588Z,3851,70AE6036,137,English,24,Female,Mixed,United States,United States,United States,English,No,Part-Time
640f640651f44d4b90a4686e,6150e9017c1b2aa8bf683c32,APPROVED,2023-03-13T17:57:48.215000Z,2023-03-13T19:01:36.172000Z,2023-03-14T02:21:49.142000,2023-03-13T19:01:38.543111Z,3828,70AE6036,217,English,29,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
