Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
64109c193fb3c9ae2d024d1b,5c09a1171907db0001602601,APPROVED,2023-03-14T16:09:17.353000Z,2023-03-14T16:58:48.834000Z,2023-03-14T20:40:57.179000,2023-03-14T16:58:49.249006Z,2972,70AE6036,219,English,29,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6410a4b0bcf8706c2a5916c2,63e7ac6bcbc2e035cbeadf8a,APPROVED,2023-03-14T16:45:59.008000Z,2023-03-14T17:43:30.123000Z,2023-03-14T20:41:02.253000,2023-03-14T17:43:31.900918Z,3452,70AE6036,72,English,27,Male,White,United States,United States,United States,English,No,Full-Time
6410a67334cc1381b3e71651,5f2e0b28c642b31678638a21,APPROVED,2023-03-14T16:53:12.558000Z,2023-03-14T17:42:08.017000Z,2023-03-14T20:40:57.313000,2023-03-14T17:42:08.725216Z,2936,70AE6036,285,English,21,Female,Asian,United States,United States,United States,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6410a67cea1af77c45437d30,613107a0c7fc3a96a54c7693,APPROVED,2023-03-14T16:54:25.787000Z,2023-03-14T17:54:00.066000Z,2023-03-14T20:41:02.426000,2023-03-14T17:54:00.464854Z,3575,70AE6036,81,English,29,Male,White,United States,United States,United States,English,No,Full-Time
6410a6cd7d5dd840ccee8ac5,5e654e2055e480000dcd002a,APPROVED,2023-03-14T16:54:41.561000Z,2023-03-14T17:42:24.854000Z,2023-03-14T20:40:57.449000,2023-03-14T17:42:25.219000Z,2864,70AE6036,292,"English, Spanish",25,Female,White,United States,United States,United States,English,No,Full-Time
6410a92003d53870ef022b39,6108114eaacc3458294b244c,APPROVED,2023-03-14T17:14:09.845000Z,2023-03-14T18:20:29.183000Z,2023-03-14T20:40:57.587000,2023-03-14T18:20:34.217183Z,3980,70AE6036,173,English,24,Female,White,United States,United States,United States,English,No,Part-Time
6410a9480d2a2a6a651c8b72,612fbc37af2136fe81fc71a9,APPROVED,2023-03-14T17:05:18.518000Z,2023-03-14T17:59:20.608000Z,2023-03-14T20:40:57.718000,2023-03-14T17:59:20.997634Z,3243,70AE6036,417,English,28,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6410ac9099cb33c7bfdf96af,63d7a91b72bdcca4f3a683e8,APPROVED,2023-03-14T17:20:28.068000Z,2023-03-14T18:15:30.894000Z,2023-03-14T20:40:57.860000,2023-03-14T18:15:31.314536Z,3303,70AE6036,155,English,20,Female,White,United States,United States,United States,English,No,Due to start a new job within the next month
6410ad1e66ec071814422edf,5ee8f9a309471c0d46a6d247,APPROVED,2023-03-14T17:21:38.188000Z,2023-03-14T18:34:33.891000Z,2023-03-14T20:40:58.001000,2023-03-14T18:34:37.087055Z,4376,70AE6036,467,English,35,Female,White,United States,United States,United States,English,No,Full-Time
6410ad63a48a46a276c4db83,640132934d00561d78518c4c,APPROVED,2023-03-14T17:22:52.925000Z,2023-03-14T18:09:18.854000Z,2023-03-14T20:41:02.594000,2023-03-14T18:09:20.180445Z,2786,trlrn@CCNY20!,51,English,38,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
6410adede1c5bbe594b2cbd7,60cd717e463162435e3b7d46,APPROVED,2023-03-14T17:28:03.317000Z,2023-03-14T19:29:25.511000Z,2023-03-14T20:40:58.137000,2023-03-14T19:29:26.047178Z,7283,70AE6036,467,English,41,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6410ae3026909fb0867a61c0,60a3128cb035414bb4588090,APPROVED,2023-03-14T17:26:12.960000Z,2023-03-14T18:52:41.373000Z,2023-03-14T20:40:58.267000,2023-03-14T18:52:41.736526Z,5189,70AE6036,487,English,21,Female,Black,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6410aef77d712e8d81f2f3e1,60c837327440575481e333ce,APPROVED,2023-03-14T17:29:32.999000Z,2023-03-14T19:32:42.879000Z,2023-03-14T20:40:58.397000,2023-03-14T19:32:43.370331Z,7390,70AE6036,487,English,23,Female,Black,United States,United States,United States,English,Yes,Part-Time
6410af2ed46d4d1d79fe0ba4,63eafad399e87039254d1078,APPROVED,2023-03-14T17:30:27.765000Z,2023-03-14T18:46:47.238000Z,2023-03-14T20:40:58.536000,2023-03-14T18:46:47.684149Z,4580,70AE6036,20,English,21,Female,White,United States,United States,United States,English,No,Full-Time
6410af37cba6d40785c4f3cb,63614ad63aec6bcf8a045124,APPROVED,2023-03-14T17:30:35.234000Z,2023-03-14T18:36:03.033000Z,2023-03-14T20:40:58.670000,2023-03-14T18:36:03.917442Z,3928,70AE6036,265,English,37,Female,White,United States,United States,United States,English,No,Full-Time
6410af475d30e5ba791c8b1c,640feb5e49b723bcfaad6437,APPROVED,2023-03-14T17:30:50.064000Z,2023-03-14T18:12:54.295000Z,2023-03-14T20:40:58.814000,2023-03-14T18:12:54.677012Z,2525,70AE6036,19,English,27,Female,White,United States,United States,United States,English,Yes,Part-Time
