Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
640fdeba482a26badecc1f4c,60599946259dc97d30e2001f,APPROVED,2023-03-14T02:40:58.686000Z,2023-03-14T03:29:52.864000Z,2023-03-14T15:40:18.370000,2023-03-14T03:29:53.199651Z,2935,70AE6036,359,"English, Mandarin",19,Female,Asian,China,United States,United States,Mandarin,Yes,Unemployed (and job seeking)
640fe17fa45a7c2f8b684f96,610063614e6ba35532307dda,APPROVED,2023-03-14T02:52:51.316000Z,2023-03-14T03:54:55.486000Z,2023-03-14T15:40:18.527000,2023-03-14T03:54:55.811566Z,3725,70AE6036,79,English,24,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
640fe4631b6fda4250ad6412,62b500cfbf7d382239502ad0,APPROVED,2023-03-14T03:09:46.849000Z,2023-03-14T05:01:40.217000Z,2023-03-14T15:40:13.324000,2023-03-14T05:01:40.630501Z,6714,70AE6036,492,"English, Other",DATA_EXPIRED,Male,Black,Ghana,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
640fe6b37b209dfb592c1c66,63f7becf2322a5ba95aad1dc,APPROVED,2023-03-14T03:15:08.793000Z,2023-03-14T04:07:24.152000Z,2023-03-14T15:40:13.468000,2023-03-14T04:07:24.562435Z,3136,70AE6036,17,English,24,Male,White,United States,United States,United States,English,No,Part-Time
640fec91e844b883abcc1f65,6362c4beb39ee39d15890c5c,APPROVED,2023-03-14T03:43:45.613000Z,2023-03-14T05:07:49.556000Z,2023-03-14T15:40:13.613000,2023-03-14T05:07:49.951677Z,5044,70AE6036,116,English,43,Male,Black,United States,United States,United States,English,No,Other
640fed09379e57e6cda61068,611f9bb3dcada21890ed9af0,APPROVED,2023-03-14T03:43:22.761000Z,2023-03-14T04:45:27.230000Z,2023-03-14T15:40:18.684000,2023-03-14T04:45:27.564490Z,3725,70AE6036,83,English,22,Female,Asian,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
640fed5437cae827bf3f0713,5d7850851841fc0001e9c64d,APPROVED,2023-03-14T03:43:19.877000Z,2023-03-14T04:28:55.448000Z,2023-03-14T15:40:18.847000,2023-03-14T04:28:55.874364Z,2736,70AE6036,395,English,32,Female,White,United States,United States,United States,English,No,Full-Time
640fee1f672c7e96bd551b6f,5a2846ceb4a5de00011af418,APPROVED,2023-03-14T03:46:46.558000Z,2023-03-14T04:42:15.840000Z,2023-03-14T15:40:19.008000,2023-03-14T04:42:16.237634Z,3330,70AE6036,495,English,41,Female,Mixed,United States,United States,United States,English,No,Full-Time
640feeb78acc6925e5b82533,61103c2b7810420e5f23f437,APPROVED,2023-03-14T03:49:20.335000Z,2023-03-14T05:20:43.151000Z,2023-03-14T15:40:19.172000,2023-03-14T05:20:43.571644Z,5483,70AE6036,337,English,24,Female,White,United States,United States,United States,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
640fefe199f77a8913149aea,5de8887aa2db898017debf1a,APPROVED,2023-03-14T03:54:13.703000Z,2023-03-14T05:01:23.139000Z,2023-03-14T15:40:19.340000,2023-03-14T05:01:23.542068Z,4030,70AE6036,463,English,35,Female,White,United States,United States,United States,English,No,Part-Time
640ff00b52e791b2df6f2fab,5e6fdd81478ec45b2420b83d,APPROVED,2023-03-14T03:54:55.984000Z,2023-03-14T04:25:44.831000Z,2023-03-14T15:40:19.496000,2023-03-14T04:25:45.196976Z,1849,70AE6036,242,"Hindi, English",21,Female,Asian,United States,United States,United States,English,No,Full-Time
640ff0de8b0061eeb02451e8,64057cd2806cfdca58f0de34,APPROVED,2023-03-14T03:58:25.938000Z,2023-03-14T04:46:15.278000Z,2023-03-14T15:40:13.761000,2023-03-14T04:46:15.714624Z,2870,70AE6036,51,English,22,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
640ff16b41b5e1711ad49bf1,63614cab87b22b72231c66e0,APPROVED,2023-03-14T04:00:46.433000Z,2023-03-14T05:10:52.232000Z,2023-03-14T15:40:13.899000,2023-03-14T05:10:52.644977Z,4206,70AE6036,474,English,25,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
640ff245c8b1d824d34b4ef9,63ea79021f0c43def6174042,APPROVED,2023-03-14T04:11:03.422000Z,2023-03-14T05:13:13.926000Z,2023-03-14T15:40:14.046000,2023-03-14T05:13:14.259501Z,3731,70AE6036,152,English,27,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
640ff2659e64a75f59e6df1c,6404fb7b9a7b3cfb4179d185,APPROVED,2023-03-14T04:05:05.737000Z,2023-03-14T05:37:26.133000Z,2023-03-14T15:40:19.643000,2023-03-14T05:37:27.528171Z,5541,70AE6036,25,English,40,Female,White,United States,United States,United States,English,No,Part-Time
640ff2fceb817732492b4be3,5d2a49241d8d930001c263a7,APPROVED,2023-03-14T04:07:27.802000Z,2023-03-14T04:55:47.923000Z,2023-03-14T15:40:19.800000,2023-03-14T04:55:48.328498Z,2901,70AE6036,452,English,34,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
640ff38331be1b562d0d0d62,640415971520c41606ca4389,APPROVED,2023-03-14T04:16:28.413000Z,2023-03-14T05:25:09.072000Z,2023-03-14T15:40:19.970000,2023-03-14T05:25:09.595832Z,4121,70AE6036,62,English,39,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
640ff3dee7327ddd55b4a902,63d80145d2f0da3ee6a8d523,APPROVED,2023-03-14T04:11:17.603000Z,2023-03-14T04:49:37.962000Z,2023-03-14T15:40:14.183000,2023-03-14T04:49:38.348082Z,2301,70AE6036,148,English,23,Male,White,United States,United States,United States,English,No,Full-Time
640ff3e5ffa87ee9f42b4c08,5c2a9b55867f660001af0515,APPROVED,2023-03-14T04:11:36.396000Z,2023-03-14T05:01:04.418000Z,2023-03-14T15:40:14.319000,2023-03-14T05:01:04.799363Z,2969,70AE6036,253,"Rather not say, English",33,Male,Mixed,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
640ff3eaed788a7152df7843,64023a98627b1116180dff0b,APPROVED,2023-03-14T04:13:21.161000Z,2023-03-14T05:37:45.017000Z,2023-03-14T15:40:20.135000,2023-03-14T05:37:45.453970Z,5064,70AE6036,64,English,28,Female,White,United States,United States,United States,English,No,Due to start a new job within the next month
640ff4b7fce4dd61bd3f06c2,6143e0914f93b50419ba30ab,APPROVED,2023-03-14T04:14:49.542000Z,2023-03-14T04:53:45.367000Z,2023-03-14T15:40:20.304000,2023-03-14T04:53:45.737498Z,2336,70AE6036,424,English,24,Female,Asian,Korea,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
640ff5238f3b8e33dab659fa,571144323d47e800096358d9,APPROVED,2023-03-14T04:24:11.168000Z,2023-03-14T05:09:20.498000Z,2023-03-14T15:40:14.452000,2023-03-14T05:09:20.826316Z,2710,70AE6036,364,English,35,Male,White,United States,United States,United States,English,No,Full-Time
640ff52a1e08df48bee7504a,5fc70f3bd255c10f0b2346ba,APPROVED,2023-03-14T04:16:48.417000Z,2023-03-14T05:36:01.539000Z,2023-03-14T15:40:20.455000,2023-03-14T05:36:01.948130Z,4754,70AE6036,193,English,26,Female,White,United States,United States,United States,English,No,Full-Time
640ff58d150df07b25684f5c,610075c1ef04d1f734032f69,APPROVED,2023-03-14T04:18:25.190000Z,2023-03-14T05:02:17.598000Z,2023-03-14T15:40:20.610000,2023-03-14T05:02:21.683460Z,2633,70AE6036,179,"English, Spanish",20,Female,Other,United States,United States,United States,Spanish,Yes,Other
640ff627e43115fc93c7bd75,63e554b7631c8ec3ce069e32,APPROVED,2023-03-14T04:20:55.159000Z,2023-03-14T05:16:18.837000Z,2023-03-14T15:40:14.592000,2023-03-14T05:16:20.490000Z,3324,70AE6036,196,English,45,Male,Asian,Lao People's Democratic Republic,United States,United States,Laotian,No,Unemployed (and job seeking)
640ff6a96b2f4c68a9b82512,63e5513398583a335b2a8bdd,APPROVED,2023-03-14T04:24:37.522000Z,2023-03-14T06:03:37.163000Z,2023-03-14T15:40:14.733000,2023-03-14T06:03:37.663381Z,5940,70AE6036,206,English,42,Male,White,United States,United States,United States,English,No,Full-Time
640ff6ca298dd77c55c7bd9c,55c694e3fdf99b6c4f28595f,APPROVED,2023-03-14T04:23:51.895000Z,2023-03-14T05:16:36.520000Z,2023-03-14T15:40:14.873000,2023-03-14T05:16:36.920131Z,3165,70AE6036,464,English,35,Male,White,United States,United States,United States,English,No,Full-Time
640ff700502ff0784f6d7871,609e15bbf246a639a4123518,APPROVED,2023-03-14T04:24:32.166000Z,2023-03-14T05:45:42.020000Z,2023-03-14T15:40:15.012000,2023-03-14T05:45:42.374510Z,4870,70AE6036,268,English,23,Male,Mixed,United States,United States,United States,English,No,Unemployed (and job seeking)
640ff701c92727abcf0d0d1f,628dec55823f672331c68577,APPROVED,2023-03-14T04:24:36.578000Z,2023-03-14T05:27:03.594000Z,2023-03-14T15:40:15.152000,2023-03-14T05:27:05.044331Z,3748,70AE6036,428,English,23,Male,Black,United States,United States,United States,English,Yes,Unemployed (and job seeking)
641006b2e487bad83ec7bd72,63d55208f472dc9178329bcb,APPROVED,2023-03-14T05:31:30.537000Z,2023-03-14T06:18:07.697000Z,2023-03-14T15:40:15.294000,2023-03-14T06:18:08.573915Z,2798,70AE6036,177,"English, Spanish",20,Male,Other,United States,United States,United States,Spanish,Yes,Part-Time
