Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
640e2bdcc63bb3baf2417653,5f1f3581b5cf3e103cc545c9,APPROVED,2023-03-12T19:53:37.307000Z,2023-03-12T21:17:03.542000Z,2023-03-13T01:48:49.325000,2023-03-12T21:17:03.998885Z,5007,70AE6036,309,English,24,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
640e33daa13a5a225a2a7696,5c3161130cfe9a00012f71ff,APPROVED,2023-03-12T20:19:42.697000Z,2023-03-12T21:12:17.994000Z,2023-03-13T01:48:54.803000,2023-03-12T21:12:18.435033Z,3156,70AE6036,276,English,33,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
640e36b6f78818cc0dee82ce,63ed15bed4665c62d9e6dbb2,APPROVED,2023-03-12T20:38:53.519000Z,2023-03-12T22:15:38.100000Z,2023-03-13T01:48:54.915000,2023-03-12T22:15:38.496896Z,5805,70AE6036,10,"Arabic, English",24,Male,White,Jordan,United States,United States,Arabic,Yes,Part-Time
640e391df291693e9682f0a5,5b184f9768a5ed0001734190,APPROVED,2023-03-12T20:42:15.487000Z,2023-03-12T21:56:30.089000Z,2023-03-13T01:48:49.439000,2023-03-12T21:56:30.611636Z,4455,70AE6036,484,English,32,Female,White,United States,United States,United States,English,Yes,Other
640e3966dc313f42e7ef93b1,63d97863bc1e08294519edd8,APPROVED,2023-03-12T20:43:24.332000Z,2023-03-12T21:31:14.470000Z,2023-03-13T01:48:49.552000,2023-03-12T21:31:14.865787Z,2871,70AE6036,67,"English, Italian, Spanish",26,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
640e39d5119a2fe6514be65f,63d42387aba51e699ab9ce5c,APPROVED,2023-03-12T20:47:05.958000Z,2023-03-12T21:28:42.427000Z,2023-03-13T01:48:55.031000,2023-03-12T21:28:42.809765Z,2497,70AE6036,14,English,22,Male,White,DATA_EXPIRED,United States,United States,English,DATA_EXPIRED,Full-Time
640e39e5521ce606b075633a,60fefd59226b2b1d87bc36db,APPROVED,2023-03-12T20:45:29.966000Z,2023-03-12T21:41:40.986000Z,2023-03-13T01:48:49.667000,2023-03-12T21:41:43.550836Z,3372,70AE6036,205,"English, Italian",22,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
640e3a049fd93de797ee8303,6400de8f305c51d03c2a9a0e,APPROVED,2023-03-12T20:46:01.067000Z,2023-03-12T21:55:52.322000Z,2023-03-13T01:48:55.150000,2023-03-12T21:55:52.726799Z,4192,70AE6036,20,English,37,Male,Other,United States,United States,United States,English,No,Full-Time
640e3a895486eef63ed946f2,5fa935b3d330fa0429da624a,APPROVED,2023-03-12T20:48:25.388000Z,2023-03-12T21:30:46.119000Z,2023-03-13T01:48:49.778000,2023-03-12T21:30:46.556998Z,2541,70AE6036,156,English,37,Female,White,United States,United States,United States,English,No,Full-Time
640e3aae665d752abbd5a1e3,5f5691fb24d1090e6bcdf1ec,APPROVED,2023-03-12T20:48:48.740000Z,2023-03-12T21:41:53.999000Z,2023-03-13T01:48:55.265000,2023-03-12T21:41:54.397879Z,3186,70AE6036,261,English,30,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
640e3c2deb83b85ebdf5fafb,63e1f5009f56fcb831963f19,APPROVED,2023-03-12T20:57:35.569000Z,2023-03-12T22:24:18.626000Z,2023-03-13T01:48:49.899000,2023-03-12T22:24:19.901859Z,5204,70AE6036,59,English,25,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
640e3d4ca143973e89a49353,63d413840c9c512ac3dfc533,APPROVED,2023-03-12T20:59:56.578000Z,2023-03-12T22:14:20.129000Z,2023-03-13T01:48:55.376000,2023-03-12T22:14:20.505056Z,4464,70AE6036,298,English,34,Male,Mixed,United States,United States,United States,English,No,Unemployed (and job seeking)
640e3e616581f4262455890d,56b8de29e1d0a200051517f8,APPROVED,2023-03-12T21:05:29.174000Z,2023-03-12T22:01:41.144000Z,2023-03-13T01:48:50.007000,2023-03-12T22:01:41.483047Z,3372,70AE6036,354,"English, Korean",41,Female,Asian,Korea,United States,United States,English,No,DATA_EXPIRED
640e3e687d32cb47016ce6b3,6162341a644c08d5cca4b7bb,APPROVED,2023-03-12T21:04:45.375000Z,2023-03-12T21:55:47.868000Z,2023-03-13T01:48:55.489000,2023-03-12T21:55:48.433024Z,3063,70AE6036,279,English,31,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
640e3fb78028fe4f6e445e56,5c4e31b37065de00011f795d,APPROVED,2023-03-12T21:10:59.345000Z,2023-03-12T22:31:49.374000Z,2023-03-13T01:48:50.462000,2023-03-12T22:31:49.924579Z,4851,70AE6036,84,English,28,Female,White,United States,United States,United States,English,No,Full-Time
640e4084be68250b4192d702,63fba157c9ebcb0ba6397872,APPROVED,2023-03-12T21:13:44.803000Z,2023-03-12T22:06:48.167000Z,2023-03-13T01:48:55.606000,2023-03-12T22:06:49.717081Z,3184,70AE6036,25,"English, Spanish, Tagalog-Filipino",20,Male,White,United States,United States,United States,English,Yes,Other
640e40b6ebaaab507dc94710,5d5606cd4171ec00182e2b15,APPROVED,2023-03-12T21:14:50.648000Z,2023-03-12T21:51:25.713000Z,2023-03-13T01:48:55.722000,2023-03-12T21:51:26.086248Z,2196,70AE6036,152,English,33,Male,White,United States,United States,United States,English,No,Part-Time
640e41a1f7648aa359756384,63e802622f8052bd67d6c5f0,APPROVED,2023-03-12T21:18:32.673000Z,2023-03-12T22:08:31.191000Z,2023-03-13T01:48:55.836000,2023-03-12T22:08:32.166462Z,2999,70AE6036,75,English,22,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
