Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
6412086fdd1f84b682813942,582009dd87f6b90001f13e40,APPROVED,2023-03-15T18:03:31.369000Z,2023-03-15T18:47:46.456000Z,2023-03-16T00:25:44.273000,2023-03-15T18:47:47.837618Z,2656,70AE6036,428,English,25,Female,White,United States,United States,United States,English,No,Part-Time
6412098001f92889c485c614,6340d2fa46f2d707e146b63b,APPROVED,2023-03-15T18:11:22.026000Z,2023-03-15T19:08:28.072000Z,2023-03-16T00:25:49.348000,2023-03-15T19:08:28.511880Z,3427,70AE6036,489,English,24,Male,Other,United States,United States,United States,English,No,Full-Time
64120a9b35aaf750428a1576,5722c95274e7ff0011a6f011,APPROVED,2023-03-15T18:12:43.263000Z,2023-03-15T19:02:34.977000Z,2023-03-16T00:25:49.479000,2023-03-15T19:02:35.375993Z,2992,70AE6036,72,English,27,Male,White,Switzerland,United States,United States,Croatian,No,Other
64120b5e96bb5a343e89a24b,631381096e95278a3f97fed4,APPROVED,2023-03-15T18:21:51.852000Z,2023-03-15T20:25:56.905000Z,2023-03-16T00:25:44.396000,2023-03-15T20:25:57.334022Z,7446,70AE6036,380,English,33,Female,Mixed,United States,United States,United States,English,No,DATA_EXPIRED
64120bac999e9fd0e0368e6d,60fdbd3afcd943b7119d6f4a,APPROVED,2023-03-15T18:18:02.589000Z,2023-03-15T19:36:49.784000Z,2023-03-16T00:25:49.610000,2023-03-15T19:36:50.188349Z,4728,70AE6036,78,English,23,Male,White,United States,United States,United States,English,No,Part-Time
64120d17fdf7156d26a05552,610940bbdb7795c3be364375,APPROVED,2023-03-15T18:23:23.369000Z,2023-03-15T19:13:12.279000Z,2023-03-16T00:25:44.513000,2023-03-15T19:13:13.324191Z,2989,70AE6036,345,English,24,Female,White,United States,United States,United States,English,No,Full-Time
64120d87a44b10ee006122ed,5d13e3e6e51708001a43fa66,APPROVED,2023-03-15T18:25:39.151000Z,2023-03-15T19:44:59.834000Z,2023-03-16T00:25:44.631000,2023-03-15T19:45:06.324482Z,4761,70AE6036,257,English,35,Female,Black,United States,United States,United States,English,No,Unemployed (and job seeking)
64120eee5b173e252d35a89c,633471b7c7b5fa52a0a407a7,APPROVED,2023-03-15T18:31:15.334000Z,2023-03-15T19:26:36.478000Z,2023-03-16T00:25:49.741000,2023-03-15T19:27:03.952085Z,3322,70AE6036,126,English,24,Male,Asian,China,United States,United States,Chinese,No,Unemployed (and job seeking)
64120f2c760b9bb5655541e3,5d3bcf190e510a001b3df200,APPROVED,2023-03-15T18:32:15.928000Z,2023-03-15T19:32:17.253000Z,2023-03-16T00:25:44.749000,2023-03-15T19:32:58.744985Z,3602,70AE6036,453,"English, Spanish",21,Female,Mixed,United States,United States,United States,English,Yes,Part-Time
64120f458a8c01375684ffa8,62fd76d3f0824c29d4b1e6bd,APPROVED,2023-03-15T18:33:34.287000Z,2023-03-15T19:29:01.734000Z,2023-03-16T00:25:49.871000,2023-03-15T19:29:05.359347Z,3328,70AE6036,475,English,29,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
64120f5b832dd31a7e6867ed,613e002e81f4b2409b531dbd,APPROVED,2023-03-15T18:34:55.069000Z,2023-03-15T20:04:21.120000Z,2023-03-16T00:25:44.861000,2023-03-15T20:04:21.548187Z,5367,70AE6036,210,English,23,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
